object_id,Others_tenders_awarded_value
104.0,4804187.019783027.04199462.02994536.05992515.452079966.02969595.212999947.967342695.05497863.689883387.02469054.03464624.08029392.177142514.01989423.03685839.07998002.899890000.04997105.766997778.24953534.04966438.010270000.014989843.04980505.017800028.05999630.012448600.09896313.09411288.02099219.02967272.08665039.09890000.09889000.01881204.09905683.0196762096.02977859.05932149.059529347.227498007.252356399.04979881.04556253.6717218620.08729472.53118940446.843759218.725436900.05981360.1414856017.0
122.0,2006877.08490892.63
128.0,2613681.0
134.0,67219251.136511726.9611413961.68
185.0,8480708.47
195.0,33711633.17
219.0,24619722.054303236.48
226.0,5560124.01113838.03712695.04508991.0
268.0,9914055.0
276.0,0
