Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Department of Housing and Urban Affairs||Guwahati Metropolitan Drinking Water and Sewerage Board,IFB No HSC/2025/IFB-02,2025_DHUA_45125_1,Yes,Open Tender,Empanelment,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Technical Bid,24-Jun-2025 02:00 PM,08-Jul-2025 02:30 PM,24-Jun-2025 02:00 PM,08-Jul-2025 02:00 PM,24-Jun-2025 02:00 PM ,02-Jul-2025 03:00 PM ,02-Jul-2025 03:05 PM,08-Jul-2025 02:00 PM,"1,00,000",No,fixed,,Nil,Nil,1.0,Addendum1,Technical Bid,,1.0,SBI Bank,"2,000",Nil,Nil,Yes,MD GMDWSB,Office of the MD GMDWSB jal board building kharguli Dr Bhupen Hazarika path guwahati 781004,Parallel Rate contract for providing Drinking Water House Service Connections in South central and North Guwahati area under JICA Assisted Guwahati Water Supply project and South Guwahati West Water Supply Project,Parallel Rate contract for providing Drinking Water House Service Connections in South central and North Guwahati area under JICA Assisted Guwahati Water Supply project and South Guwahati West Water Supply Project,Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Empanelment,90.0,365.0,Guwahati,781004.0,NA ,NA ,NA ,MD GMDWSB office Guwahati,No ,No,AOC,18-Sep-2025,INR 0,365.0,Munmun Chetia,18-Sep-2025 05:41 PM,AOCNEWHSC.pdf (747.00 KB),1.0,271480.0,PRANALI DEKA,INR,0.0,1,271422,ABDUL ASIK,07-Jul-2025 04:38 PM,Accepted-AOC,Technically Qualified,18-Sep-2025 05:42 PM,Finance,Bids opened,Munmun Chetia,21-Jul-2025 04:23 PM,finance_71470.pdf,Secretary,Internal,,Munmun Chetia,18-Sep-2025 05:32 PM,finsummary_71470.pdf (204.95 KB),Department of Housing and Urban Affairs||Guwahati Metropolitan Drinking Water and Sewerage Board,2025_DHUA_45125_1,IFB No HSC/2025/IFB-02,Parallel Rate contract for providing Drinking Water House Service Connections in South central and North Guwahati area under JICA Assisted Guwahati Water Supply project and South Guwahati West Water Supply Project,Secretary,Internal,,Munmun Chetia,18-Sep-2025 05:20 PM,techsummary_71470.pdf (780.37 KB),AOC
,,,,,,,,,,,,,,,,.pdf,Signed SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,271450.0,brahmaputra udyog private limited,INR,0.0,2,271432,Aynul Haque Choudhury,07-Jul-2025 09:49 PM,Rejected-Technical,Not qualified,18-Sep-2025 05:20 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3.0,271446.0,SARFRAZ AHMED WARCHI,INR,0.0,3,271296,Bedanta Choudhury,08-Jul-2025 11:46 AM,Accepted-AOC,Technically Qualified,18-Sep-2025 05:42 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4.0,271435.0,BHUBAN KAKATI,INR,0.0,4,271435,BHUBAN KAKATI,08-Jul-2025 12:28 PM,Accepted-AOC,Technically Qualified,18-Sep-2025 05:42 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5.0,271422.0,ABDUL ASIK,INR,0.0,5,271395,B.N.S. ENTERPRISE,07-Jul-2025 12:54 PM,Accepted-AOC,Technically Qualified,18-Sep-2025 05:42 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6.0,271405.0,SAI RD ASSOCIATES,INR,0.0,6,271450,brahmaputra udyog private limited,08-Jul-2025 03:27 AM,Accepted-AOC,Technically Qualified,18-Sep-2025 05:42 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7.0,271395.0,B.N.S. ENTERPRISE,INR,0.0,7,271297,D KUMAR AND COMPANY,08-Jul-2025 01:08 PM,Accepted-AOC,Technically Qualified,18-Sep-2025 05:42 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8.0,271389.0,NISHI PAD SWARGIARY,INR,0.0,8,271412,M.S. J.M.Enterprise,08-Jul-2025 12:48 PM,Rejected-Technical,Not qualified,18-Sep-2025 05:20 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9.0,271297.0,D KUMAR AND COMPANY,INR,0.0,9,271389,NISHI PAD SWARGIARY,07-Jul-2025 08:00 PM,Accepted-AOC,Technically Qualified,18-Sep-2025 05:42 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10.0,271296.0,Bedanta Choudhury,INR,0.0,10,271480,PRANALI DEKA,08-Jul-2025 01:57 PM,Accepted-AOC,Technically Qualified,18-Sep-2025 05:42 PM,,,,,,,,,,,,,,,,,,,,,,AOC
