Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Tender Stage
Industries and Commerce Department||DNP Limited,DNPL/PC/2023/55KM/HAZOP/08/02,2023_ICD_30399_1,Yes,Open Tender,Works,Services,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Vol I of II,06-Apr-2023 04:30 PM,29-Apr-2023 02:00 PM,06-Apr-2023 04:30 PM,28-Apr-2023 02:00 PM,06-Apr-2023 04:30 PM ,15-Apr-2023 02:30 PM ,15-Apr-2023 02:30 PM,28-Apr-2023 02:00 PM,04-Oct-2023 10:35 AM,0.0,No,fixed,,Nil,Nil,1.0,SBI Bank,100.0,Nil,Nil,Yes,"Director, DNP Ltd","1 No. Borpathar, Madhuban, Duliajan-786602",HAZOP AND QRA STUDY,HAZOP AND QRA STUDY,Please refer Tender documents. ,NA ,,Miscellaneous Services,NA ,Tender,180.0,365.0,Duliajan,786602.0,Duliajan/ Online ,"1 No. Borpathar, Madhuban, Duliajan-786602 ",13-Apr-2023 02:30 PM ,"DNP Ltd, Duliajan",No ,No,AOC,1,183842,ABS Industrial Verification (India) Pvt. Ltd.,28-Apr-2023 01:35 PM,Rejected-Technical,Not Qualified,04-Oct-2023 10:32 AM,Industries and Commerce Department||DNP Limited,2023_ICD_30399_1,DNPL/PC/2023/55KM/HAZOP/08/02,HAZOP AND QRA STUDY,Technical,Technical Summary,Bristi Bakul Barua,04-Oct-2023 10:20 AM,technical_48807.pdf,Kalpajit Das,Internal,"B.Borpatragohain, R. Rajkonwar, M. Alam, D. Sarma, P. Bhattacharyya, U. Kashyap",Bristi Bakul Barua,04-Oct-2023 10:32 AM,04-Oct-2023 10:35 AM,techsummary_48807.pdf (950.89 KB),AOC
,,,,,,,,,,,,,,,,.pdf,Vol II of II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,184315,Amrita Shah,26-Apr-2023 03:43 PM,Rejected-Technical,Not Qualified,04-Oct-2023 10:32 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,184939,AURA SAFETY AND RISK CONSULTANTS,28-Apr-2023 01:13 PM,Rejected-AOC,L4,22-Dec-2023 11:08 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,184826,iFluids Engineering,28-Apr-2023 10:30 AM,Accepted-AOC,L1,22-Dec-2023 11:08 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,184992,IRCLASS SYSTEMS AND SOLUTIONS PRIVATE LIMITED,28-Apr-2023 01:16 PM,Rejected-AOC,L3,22-Dec-2023 11:08 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,184279,Mantec Consultants Pvt. Ltd.,26-Apr-2023 01:31 PM,Rejected-AOC,L6,22-Dec-2023 11:08 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,184989,NRGtech Services Private Limited,28-Apr-2023 01:38 PM,Rejected-Technical,Not Qualified,04-Oct-2023 10:32 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,184516,POLITE ENGINEERING,28-Apr-2023 10:22 AM,Rejected-AOC,L5,22-Dec-2023 11:08 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,184996,QMS India Limited,28-Apr-2023 12:48 PM,Rejected-Technical,Not Qualified,04-Oct-2023 10:32 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,183926,Salvus Energy,20-Apr-2023 12:59 PM,Rejected-AOC,L7,22-Dec-2023 11:08 AM,,,,,,,,,,,,,,,,,AOC
