Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Tender Stage
Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,JJMA_46_LAB_2022_7370_76,2022_PHED_26204_2,Yes,Open Tender,Supply,Goods,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification Documents as per Bid Document and Bid Security if in the form of BG,05-Jul-2022 10:00 AM,02-Aug-2022 03:00 PM,05-Jul-2022 10:00 AM,01-Aug-2022 04:00 PM,NA ,NA ,05-Jul-2022 11:00 AM,01-Aug-2022 04:00 PM,10-Oct-2022 12:00 PM,"1,00,000",Yes,fixed,,Nil,Nil,1.0,Date Corrigendum,Date,,1.0,SBI Bank,"2,000",Nil,Nil,No,CE PHE Water Assam,"Hengrabari, Guwahati-36",PKG 2 Rate Contract for supply of Glasswares for laboratories under JJM Assam,PKG 2 Rate Contract for supply of different Glasswares for water sample test for various water testing laboratories under Jal Jeevan Mission Assam,Please refer Tender documents. ,NA ,0.0,Supply of Materials,NA ,Rate Contract,90.0,365.0,Guwahati,781035.0,NA ,NA ,NA ,O O CE PHE Water Assam,No ,No,AOC,1,154883,AMARENDRA NATH SARMA,01-Aug-2022 03:03 PM,Rejected-AOC,Not Empanelled,11-Dec-2023 06:01 PM,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,2022_PHED_26204_2,JJMA_46_LAB_2022_7370_76,PKG 2 Rate Contract for supply of Glasswares for laboratories under JJM Assam,Technical,Technical Opening Summary,Milan Kalita,30-Sep-2022 03:14 PM,technical_40507.pdf,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,154892,ASSAM CHEMICALS & INSTRUMENTS CORPORATION,01-Aug-2022 11:44 AM,Accepted-AOC,Empanelled,11-Dec-2023 06:01 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,154874,City Heart Offset,01-Aug-2022 03:53 PM,Rejected-AOC,Not Empanelled,11-Dec-2023 06:01 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,154922,DAL THOMS SCIENTIFIC,01-Aug-2022 03:31 PM,Accepted-AOC,Empanelled,11-Dec-2023 06:01 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,154653,GLASSCO LABORATORY EQUIPMENTS PVT LTD,01-Aug-2022 02:27 PM,Rejected-Technical,Technically Non Responsive,30-Sep-2022 03:22 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,154919,LAB. SOLUTION,01-Aug-2022 03:50 PM,Rejected-Technical,Technically Non Responsive,30-Sep-2022 03:22 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,154593,Luit Construction,30-Jul-2022 06:14 PM,Accepted-AOC,Empanelled,11-Dec-2023 06:01 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,154639,PLANTERS,01-Aug-2022 03:16 PM,Accepted-AOC,Empanelled,11-Dec-2023 06:01 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,154077,r r enterprise,28-Jul-2022 07:48 PM,Rejected-AOC,Not Empanelled,11-Dec-2023 06:01 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,154861,SANTANA ENTERPRISE,01-Aug-2022 11:46 AM,Rejected-AOC,Not Empanelled,11-Dec-2023 06:01 PM,,,,,,,,,,AOC
