object_id,Immediate Measures_tenders_awarded_value
18-300-00101,14998528.0
18-300-00103,16197344.0
18-300-00104,74372881.49000001
18-300-00108,16199044.0
18-301-00113,5996054.0
18-302-00116,12305561.95
18-303-00122,54355202.66
18-304-00128,29861969.04
18-305-00134,35323851.19
18-306-00139,77199980.6
18-307-00145,2999368.0
18-308-00150,7258479.220000001
18-310-00158,0.0
18-310-00161,7014179.0
18-310-00164,3489724.0
18-312-00169,3801628.16
18-312-00170,2303639.98
18-312-00276,6327917.359999999
18-312-00277,4460222.9
18-313-00177,9892466.95
18-315-00182,5345628.72
18-316-00185,113441928.21000001
18-317-00189,190159930.23999998
18-317-00190,24249622.869999997
18-318-00195,51812230.65
18-320-00205,0.0
18-320-00207,13499355.0
18-321-00210,7648690.52
18-321-00211,7633242.46
18-321-00212,4000076.0
18-321-00214,3155248.51
18-321-00273,5179591.52
18-322-00219,65947654.53
18-323-00226,28560718.87
18-323-00228,2821624.89
18-324-00231,6234885.0
18-324-00260,14995364.0
18-324-00262,15613161.780000001
18-326-00244,18489203.0
18-326-00245,8086319.0
18-326-00246,6989477.0
18-326-00247,8989797.0
18-326-00268,4266195.0
18-760-00280,20409711.0
18-760-00281,25023561.4
18-816-00259,7197784.0
