Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Category,Sub Category,Sub Category Description,Format/File,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Irrigation Department||Chief Engineer(Major)-Irrigation Dept||Sibsagar Circle||Mahmora Division,SMD(I)/T-6/3511 Dated 26/02/2025,2025_ID_43145_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,27-Feb-2025 10:00 AM,13-Mar-2025 03:00 PM,27-Feb-2025 12:00 PM,13-Mar-2025 02:00 PM,NA ,NA ,27-Feb-2025 12:00 PM,13-Mar-2025 02:00 PM,24-Mar-2025 04:00 PM,"49,400",Yes,percentage,2.0%,Nil,Nil,1,General Certificate ,PAN ,Permanent Account Number ,,1.0,SBI Bank,"1,000",Nil,Nil,Yes,"EXECUTIVE ENGINEER, Sonari Mahmora Division(I)","EXECUTIVE ENGINEER, SONARI-MAHMORA DIVISION (IRRIGATION), SONARI",CONSTRUCTION OF NEW OFFICE BUILDING OF SONARI-MAHMORA DIVISION (IRRIGATION) AND SONARI SUB-DIVISION (IRRIGATION) PH-I AT SONARI UNDER DEPARTMENTAL BUILDING HEAD FOR THE YEAR 2024-25,CONSTRUCTION OF NEW OFFICE BUILDING OF SONARI-MAHMORA DIVISION (IRRIGATION) AND SONARI SUB DIVISION (IRRIGATION) PH-I AT SONARI UNDER DEPARTTMENTAL BUILDING HEAD FOR THE YEAR 2024-25,AS PER BID DOCUMENT ,NA ,"24,70,000",Civil Works - Building,NA ,Tender,180.0,180.0,SONARI,785690.0,NA ,NA ,NA ,"EXECUTIVE ENGINEER, Sonari Mahmora Division(I)",No ,No,AOC,01-Apr-2025,"INR 2,331,680",180.0,Poranjit Borgohain,02-Apr-2025 08:47 PM,LOA.pdf (607.00 KB),As per LOA,1.0,260708.0,PULIN SAIKIA,INR,"2,331,680",1.0,260942.0,Gourab Traders,12-Mar-2025 08:32 PM,Rejected-Finance,LETTER OF WITHDRAWAL OF BID SUBMITTED VIDE NO. NIL DATED 26/03/2025,27-Mar-2025 03:47 PM,Finance,As enclosed,Anowar Hussain,27-Mar-2025 02:49 PM,finance_68965.pdf,BOQ Comparative Chart,"USHA KONWAR,I/C AEE(TC)",Internal,"MEERYLEEN SHYAM, AE, CHINMOY HAZARIKA, AO, PORANJIT BORGOHAIN, JE",Anowar Hussain,27-Mar-2025 03:47 PM,finsummary_68965.pdf (422.56 KB),Irrigation Department||Chief Engineer(Major)-Irrigation Dept||Sibsagar Circle||Mahmora Division,2025_ID_43145_1,SMD(I)/T-6/3511 Dated 26/02/2025,CONSTRUCTION OF NEW OFFICE BUILDING OF SONARI-MAHMORA DIVISION (IRRIGATION) AND SONARI SUB-DIVISION (IRRIGATION) PH-I AT SONARI UNDER DEPARTMENTAL BUILDING HEAD FOR THE YEAR 2024-25,Technical,As enclosed,Poranjit Borgohain,24-Mar-2025 03:30 PM,technical_68965.pdf,"USHA KONWAR,I/C AEE(TC)",Internal,"MEERYLEEN SHYAM, AE, CHINMOY HAZARIKA, AO, PORANJIT BORGOHAIN, JE",Poranjit Borgohain,24-Mar-2025 03:44 PM,24-Mar-2025 04:00 PM,techsummary_68965.pdf (381.95 KB),AOC
,,,,,,,,,,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,2,General Certificate ,Goods and Service Tax ,Goods and Service Tax Registration Certificate ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2.0,260708.0,PULIN SAIKIA,10-Mar-2025 08:46 PM,Accepted-AOC,As L1 bidder has shown his inabilityto execute the work so the work is awarded to bidder at bid rank L2 att the lowest rate of L1 bidder.,02-Apr-2025 08:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,3,General Certificate ,ESIC ,Employees State Insurance Certificate ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,General Certificate ,PF ,Providenet Fund Certificates ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,General Certificate ,Company Details ,"Partnership Deed, Co-Operative Society By Law,MOA,Company Registration Certificates,JV Consortium,Year of Incorporation Certificates ",,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,General Certificate ,Solvency Certificate ,Solvency Certificate ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,General Certificate ,Other Certificates ,As Mentioned In The Tender Document ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Machineries ,Machineries Details ,Machineries Details Description ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Manpower ,Manpower Details ,Manpower Details Description ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,P/L and Balance Sheet ,Year 1 ,Y1 Profit and Loss Statement and Balance Sheet ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,Technical Documents ,Misc. Documents ,Micellaneous Documents ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,Works ,Order 1 ,Order 1 executed ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
