Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Principal Secretary- P and RD- Assam Secretariat||Commissioner- P and RD- PNRD,CPRD/PMAY-G/34/Pt-1/2020/56,2023_PNRD_31590_1,Yes,Open Tender,Empanelment,Services,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender Processing Fee,10-Jul-2023 05:00 PM,29-Jul-2023 02:30 PM,10-Jul-2023 05:00 PM,29-Jul-2023 02:00 PM,NA ,NA ,10-Jul-2023 05:00 PM,29-Jul-2023 02:00 PM,0.0,No,fixed,,Nil,Nil,1.0,SBI Bank,"6,000",Nil,Nil,Yes,"Commissioner, Panchayat n Rural Development Assam","O/o the Commissioner, Panchayat andRural Development, Assam, Juripar, Panjabari, Guwahati-37",Selection and Empanelment of Training Providers for providing training to Rural Masons,Selection and Empanelment of Training Providers for providing onsite training to Rural Masons under Recognition of Prior Learning (RPL) in the construction of houses under Pradhan Mantri Awaas Yojana-Gramin in Assam,Please refer Tender documents. ,NA ,,Miscellaneous Services,NA ,Empanelment,180.0,365.0,Different Districts of Assam,781037.0,NA ,NA ,NA ,"Juripar, Panjabari, Guwahati-37",No ,No,AOC,18-Nov-2023,INR 53.9,365.0,Bibekananda Sonowal,18-Nov-2023 03:40 PM,AoConMason.pdf (376.00 KB),1.0,191657.0,QUIVAN SKILL EMPOWERMENT PVT. LTD.,INR,53.9,1,193844,AARADHANA ONLINE SOLUTIONS PRIVATE LIMITED,29-Jul-2023 11:25 AM,Rejected-Technical,"Rejected, as qualification criteria are not met",18-Nov-2023 03:24 PM,Finance,Number of Bids received 54,Dhurbajyoti Sarmah,07-Aug-2023 10:33 AM,finance_50548.pdf,Dr J K Goswami,Internal,Sri Siddhartha Goswami ACS Smti Bipanchi Dutta ACS Sri Rajkumar Pathak AFS Sri Bibekananda Sonowal Sri Dhrubajyoti Sarmah,Bibekananda Sonowal,18-Nov-2023 03:37 PM,finsummary_50548.pdf (2332.45 KB),Principal Secretary- P and RD- Assam Secretariat||Commissioner- P and RD- PNRD,2023_PNRD_31590_1,CPRD/PMAY-G/34/Pt-1/2020/56,Selection and Empanelment of Training Providers for providing training to Rural Masons,Dr J K Goswami ACS,Internal,Sri Siddhartha Goswami ACS Smti Bipanchi Dutta ACS Sri Rajkumar Pathak AFS Sri Bibekananda Sonowal Sri Dhrubajyoti Sarmah,Bibekananda Sonowal,18-Nov-2023 03:24 PM,techsummary_50548.pdf (2332.45 KB),AOC
,,,,,,,,,,,,,,,,.pdf,Signed Bid Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,192278.0,Padmaranjeeta Education Trust,INR,53.9,2,193814,AASTHA FOUNDATION,29-Jul-2023 01:06 PM,Rejected-Technical,"Rejected, as qualification criteria are not met",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Technical Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3.0,192981.0,ADITYA CHARITABLE TRUST,INR,53.9,3,193874,Access Edutech Private Limited,29-Jul-2023 01:04 PM,Rejected-Technical,"Rejected, as qualification criteria are not met",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4.0,193755.0,Skills Root Edu Tech Consulting India Pvt. Ltd.,INR,53.9,4,192981,ADITYA CHARITABLE TRUST,25-Jul-2023 05:40 PM,Accepted-AOC,Qualified,18-Nov-2023 03:41 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5.0,193826.0,VIR SUBHASHCHANDRA BOSE SEVA SANSTHA,INR,53.9,5,193817,AISECT Limited,29-Jul-2023 11:34 AM,Rejected-Technical,"Rejected, as qualification criteria are not met",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,193399,Akhil bhartiya Yuva utthan evam samaj kalayan sansthan,27-Jul-2023 03:49 PM,Rejected-Technical,"Rejected, as qualification criteria are not met",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,193457,APITCO LTD,29-Jul-2023 11:14 AM,Rejected-Technical,"Rejected, as qualification criteria are not met",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,193406,Arpan Aid Foundation,25-Jul-2023 04:44 PM,Rejected-Technical,"Rejected, as qualification criteria are not met",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,190829,Arthy Learning And Implementation Private Limited,29-Jul-2023 03:23 AM,Rejected-Technical,"Rejected, as qualification criteria are not met",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,193054,Aryavrat skills Private Limited,25-Jul-2023 05:45 PM,Rejected-Technical,"Rejected, as qualification criteria are not met",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
