object_id,SDRF_tenders_awarded_value
18-300-00102,0.0
18-300-00104,13048588.92
18-301-00112,50310757.85
18-302-00116,98994450.25
18-302-00118,13498985.84
18-303-00122,48977757.35
18-305-00134,71995846.9
18-306-00139,23757718.34
18-307-00145,13499233.0
18-310-00160,57776784.21
18-312-00276,49497245.02
18-321-00212,7028506.35
18-321-00273,29698291.740000002
18-322-00219,68404845.66
18-322-00220,12599566.84
18-323-00226,56442739.93000001
18-324-00262,4856993.0
18-325-00269,40497698.51
18-326-00246,10113220.0
