object_id,SDRF_tenders_awarded_value
18-300-00104,24874064.43
18-302-00116,12305561.95
18-303-00122,53108642.62
18-304-00128,29861969.04
18-305-00134,35323851.19
18-306-00139,77199980.6
18-307-00145,2999368.0
18-308-00150,5047460.22
18-310-00161,3927561.0
18-310-00164,3489724.0
18-312-00169,0.0
18-312-00276,2545678.36
18-316-00185,113441928.21000001
18-317-00189,190159930.24
18-317-00190,24249622.869999997
18-318-00195,51812230.650000006
18-321-00214,3155248.51
18-322-00219,65947654.53
18-323-00226,28560718.87
18-760-00281,7837945.83
