Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Tender Stage
Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,JJMA_40_TECH_2023_22621_27,2024_PHED_37232_1,Yes,Open Tender,EOI,Services,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Technical qualification document as per Bid document,14-Mar-2024 10:00 AM,26-Apr-2024 03:00 PM,14-Mar-2024 10:00 AM,25-Apr-2024 04:00 PM,NA ,NA ,25-Mar-2024 10:00 AM,25-Apr-2024 04:00 PM,"1,00,000",Yes,fixed,,Nil,Nil,1.0,Date Corrigendum - 02,Date,,1.0,SBI Bank,"2,000",Nil,Nil,No,CHIEF ENGINEER (PHE) WATER ASSAM,"HENGRABARI, GUWAHATI-36",Empanelment of Agencies as System Integrators for IoT implementation for SVS under JJM Assam,Empanelment of Agencies as System Integrators (SI) for IoT implementation for Single Village Schemes under Jal Jeevan Mission Assam,Please refer Tender documents. ,NA ,0.0,Miscellaneous Services,NA ,Empanelment,180.0,365.0,GUWAHATI,781036.0,NA ,NA ,NA ,O/O THE CHIEF ENGINEER (PHE) WATER ASSAM,No ,No,AOC,18-Jul-2025,INR 0,365.0,Debarshi Mahanta,18-Jul-2025 02:14 PM,final_aoc_doc.pdf (1891.00 KB),"AoC of EOI No 50 of 23-24 against ""Empanelment of Agencies as System Integrators for IoT implementation for SVS under JJM Assam""",1.0,232694.0,ENTHU TECHNOLOGY SOLUTIONS INDIA PVT LTD,INR,0.0,1,231665,Aquasense Private Limited,23-Apr-2024 11:04 AM,Accepted-AOC,Empanelled,18-Jul-2025 02:15 PM,Finance,Technical Opening Summary,Debarshi Mahanta,18-Jul-2025 01:05 PM,finance_60653.pdf,A. Choudhury,Internal,,Debarshi Mahanta,18-Jul-2025 01:36 PM,finsummary_60653.pdf (3224.57 KB),Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,2024_PHED_37232_1,JJMA_40_TECH_2023_22621_27,Empanelment of Agencies as System Integrators for IoT implementation for SVS under JJM Assam,A choudhury,Internal,,Debarshi Mahanta,18-Jul-2025 01:24 PM,techsummary_60653.pdf (3224.57 KB),1.0,Revocation of BID,The Bid is re-evaluated on receipt of actionable feedback and accordingly considered for revocation based on the recommendations of the duly constituted Bid Evaluation Committee.,18-Jul-2025 12:10 PM,REVOCATION_CORRIGENDUM_EOI_50_2023_24.pdf ,647.49,Technical Opening,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Corrigendum No.03,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2.0,232685.0,CIMCON Software (i) Pvt ltd,INR,0.0,2,230997,Automation and Maintenance Management Systems,30-Mar-2024 02:37 PM,Accepted-AOC,Empanelled,18-Jul-2025 02:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3.0,232684.0,Endress And Hauser India Pvt Ltd,INR,0.0,3,231152,Ceinsys Tech Ltd.,22-Apr-2024 07:18 PM,Rejected-Technical,Technically Non Responsive,18-Jul-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4.0,232652.0,HYDROVERVE TECHNOLOGIES INDIA PRIVATE LIMITED,INR,0.0,4,232685,CIMCON Software (i) Pvt ltd,25-Apr-2024 02:09 PM,Accepted-AOC,Empanelled,18-Jul-2025 02:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5.0,232650.0,ZSEE SMART SOLUTION INDIA PRIVATE LIMITED,INR,0.0,5,232637,Converge Systems and Services Private Limited,24-Apr-2024 09:54 PM,Accepted-AOC,Empanelled,18-Jul-2025 02:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6.0,232642.0,MAVERICK TECHNOLOGIES,INR,0.0,6,231288,Coredata Networks Private Limited,25-Apr-2024 03:55 PM,Rejected-Technical,Technically Non Responsive,18-Jul-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7.0,232637.0,Converge Systems and Services Private Limited,INR,0.0,7,232682,CUBETEN TECHNOLOGIES PVT LTD,25-Apr-2024 03:42 PM,Rejected-Technical,Technically Non Responsive,18-Jul-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8.0,232582.0,NISH TECHNO PROJECTS PVT. LTD.,INR,0.0,8,232645,DS SYSTEMS PVT LTD,25-Apr-2024 03:33 PM,Rejected-Technical,Technically Non Responsive,18-Jul-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9.0,232559.0,Shanta Colibri (India) Private Limited,INR,0.0,9,232684,Endress And Hauser India Pvt Ltd,25-Apr-2024 03:34 PM,Accepted-AOC,Empanelled,18-Jul-2025 02:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10.0,231665.0,Aquasense Private Limited,INR,0.0,10,232694,ENTHU TECHNOLOGY SOLUTIONS INDIA PVT LTD,25-Apr-2024 03:54 PM,Accepted-AOC,Empanelled,18-Jul-2025 02:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
