Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Tender Stage,Department
2023_BoTC_32857_1,DHS/BTC/E-TENDER/2023-24/5,DHS/BTC/E-TENDER/2023-24/5,"Procurement of Hospital Disposables, Linens and other related materials for consumption in different health institutions in BTR for financial year 2023-24",Goods,Open Tender,Supply,Medical Equipments/Waste,No,No,NA ,09-Oct-2023 10:00 AM,16-Oct-2023 10:00 AM ,90.0,No ,No,Online,31-Oct-2023 04:00 PM,Bodoland Territorial Council||Health and Family Welfare-BTC,Kokrajhar,783370.0,2.0,"4,93,14,290",M/S M.M. ENTERPRISE,"49,312,850",Rejected-Finance,26-Dec-2023,AOC,Bodoland Territorial Council||Health and Family Welfare-BTC
2023_PWBNH_34206_4,TECH/U_BDTD/BLDG/IFB/2023-24/4 Dated.21.11.2023,"Construction of additional class room of secondary schools under Article 275(I) for the year 2021-22 (Mazbat Higher Secondary School, UDISE Code-18260201302","Construction of additional class room of secondary schools under Article 275(I) for the year 2021-22 (Mazbat Higher Secondary School, UDISE Code-18260201302",Works,Open Tender,Item Rate,Civil Works - Building,No,No,NA ,24-Nov-2023 06:00 PM,NA ,180.0,No ,No,Online,04-Dec-2023 02:00 PM,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,Mazbat,784507.0,2.0,"17,99,780",SRI BIJU NATH BASUMATARY,"1,796,413",Rejected-AOC,18-Jan-2024,AOC,Public Works Building and NH Department||Chief Engineer-Building - PWBNH
2023_BTC_32921_1,No.27/KOJ/NIT/Pt-II/2023-24/29,"Const. of Nath Yogi Gurakhya Bhawan at Gendrabil, Kokrajhar. TN No.28_03","Const. of Nath Yogi Gurakhya Bhawan at Gendrabil, Kokrajhar. TN No.28_03",Works,Open Tender,Item Rate,Civil Works - Building,No,No,NA ,11-Oct-2023 10:30 AM,NA ,180.0,No ,No,Online,02-Nov-2023 11:00 AM,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Kokrajhar,783370.0,2.0,"20,94,212",Tapan Dey,"2,094,200",Rejected-AOC,17-Jan-2024,AOC,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC
2023_PWBNH_32978_1,SE/BII_Minister Qtr. No-M-16,"Strengthening, Renovation and extension of Ministers Quarter No.M16 at Minister Colony, Dispur, Guwahati-6","Strengthening, Renovation and extension of Ministers Quarter No.M16 at Minister Colony, Dispur, Guwahati-6",Works,Open Tender,Item Wise,Civil Works - Building,No,No,NA ,12-Oct-2023 12:00 PM,13-Oct-2023 12:00 PM ,180.0,No ,No,Online,02-Nov-2023 11:30 AM,Public Works Building and NH Department||Chief Engineer-Building - PWBNH||SE-Guwahati Circle-2 - PWBNH,"Dispur, Guwahati",781006.0,2.0,"1,49,99,941",HIGH-TECH ECOGREEN CONTRACTORS LLP,"14,999,592",Rejected-AOC,28-Dec-2023,AOC,Public Works Building and NH Department||Chief Engineer-Building - PWBNH||SE-Guwahati Circle-2 - PWBNH
2023_PWBNH_32325_3,Tech-II/116/2022/Pt/6 Dated Ghy 22th August 2023,"Construction of Auditorium in Pandit Deendayal Upadhyaya Adarsha Mahavidyalaya ,Abhayapuri, Bongaigaon","Construction of Auditorium in Pandit Deendayal Upadhyaya Adarsha Mahavidyalaya ,Abhayapuri, Bongaigaon",Works,Open Tender,Item Rate,Civil Works - Building,No,No,NA ,31-Aug-2023 04:00 PM,NA ,180.0,No ,No,Online,22-Sep-2023 02:00 PM,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,Bongaigaon,783380.0,2.0,"1,56,43,135",Rudra Kumar Pathak,"15,643,135",Rejected-AOC,31-Jan-2024,AOC,Public Works Building and NH Department||Chief Engineer-Building - PWBNH
2023_PWBNH_34343_1,SE/BII_Pandal_Swahid Divas_Guwahati,"Construction of Temporary Pandal at Swahid Smarak Kshetra, Pachim Boragaon, Guwahati in connection with Swahid Divas on 10th December 2023","Construction of Temporary Pandal at Swahid Smarak Kshetra, Pachim Boragaon, Guwahati in connection with Swahid Divas on 10th December 2023",Works,Open Tender,Item Wise,Civil Works - Building,No,No,NA ,01-Dec-2023 06:30 PM,04-Dec-2023 12:00 PM ,180.0,No ,No,Online,08-Dec-2023 11:30 AM,Public Works Building and NH Department||Chief Engineer-Building - PWBNH||SE-Guwahati Circle-2 - PWBNH,Pachmin Boragaon Guwahati,781035.0,2.0,"45,28,433",ACME EVENTS & EXPO,"4,528,433",Accepted-AOC,03-Jan-2024,AOC,Public Works Building and NH Department||Chief Engineer-Building - PWBNH||SE-Guwahati Circle-2 - PWBNH
2023_NHM_32212_1,NHM/NTEP/BNC/IGRA/23-24/2993,IGRA testing Services in NTEP Biswanath,Notice Inviting Tender for engaging Agency/Diagnostic Laboratory for providing services for TB Interferon Gamma Release Assay (IGRA) testing under National Tuberculosis Elimination Programme (NTEP) program in Biswanath district of Assam.,Services,Open Tender,Supply,Miscellaneous Services,No,No,NA ,24-Aug-2023 06:35 PM,29-Aug-2023 11:00 AM ,90.0,No ,No,Online,14-Sep-2023 11:00 AM,National Health Mission||District Programme Management Unit - NHM||District Health Society Biswanath,DTC Biswanath,784176.0,2.0,"33,22,000",CENTRAL LABORATORY,"3,009,060",Accepted-AOC,20-Jan-2024,AOC,National Health Mission||District Programme Management Unit - NHM||District Health Society Biswanath
2023_PWBNH_32985_1,SE/BII_Minister Qtr. No-M-10,"Strengthening of Minister Colony Quarter No.M-10 (Conversion of open backyard into room by covering with WPC panelling, false ceiling, floor and preparation of kitchen garden including electrical works)","Strengthening of Minister Colony Quarter No.M-10 (Conversion of open backyard into room by covering with WPC panelling, false ceiling, floor and preparation of kitchen garden including electrical works)",Works,Open Tender,Item Wise,Civil Works - Building,No,No,NA ,13-Oct-2023 12:00 PM,16-Oct-2023 12:00 PM ,180.0,No ,No,Online,04-Nov-2023 11:30 AM,Public Works Building and NH Department||Chief Engineer-Building - PWBNH||SE-Guwahati Circle-2 - PWBNH,"Dispur, Guwahati",781006.0,2.0,"42,67,716",BIJIT HAZARIKA,"4,263,449",Accepted-AOC,02-Jan-2024,AOC,Public Works Building and NH Department||Chief Engineer-Building - PWBNH||SE-Guwahati Circle-2 - PWBNH
2023_NHM_32031_3,NHM-32033/3/2023-Const.NHM/83,"Construction of AYUSH Dispensary (Assam Type) in Dibrugarh District, group.22 (4 nos. of scheme in Dibrugarh District) for FY 2022-23 under NAM, Assam.","Construction of AYUSH Dispensary (Assam Type) in Dibrugarh District, group.22 (4 nos. of scheme in Dibrugarh District) for FY 2022-23 under NAM, Assam.",Works,Open Tender,Turn-key,Construction Works,No,No,NA ,10-Aug-2023 04:00 PM,NA ,225.0,No ,No,Online,29-Aug-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,Dibrugarh,786001.0,2.0,"96,00,000",M/S HORIZON ENTERPRISE,"7,824,000",Rejected-Finance,10-Jan-2024,AOC,National Health Mission||State Programme Management Unit - NHM
2023_SCD_32631_10,Tender/NIT/Pt/2023-24/6166,Integrated water harvesting structure and distribution project at Barkacharang N.C under RIDF-XXVIII during 2022-23,Integrated water harvesting structure and distribution project at Barkacharang N.C under RIDF-XXVIII during 2022-23,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,22-Sep-2023 05:00 PM,NA ,180.0,No ,No,Online,13-Oct-2023 02:00 PM,Soil Conservation Department||Director - SCD,Kamrup,782401.0,2.0,"66,48,000",Pranjal Boro,"6,315,600",Rejected-Finance,06-Jan-2024,AOC,Soil Conservation Department||Director - SCD
