Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
National Health Mission||State Programme Management Unit - NHM,I/482047/2024,2024_NHM_36891_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,SBD,04-Mar-2024 03:35 PM,26-Mar-2024 01:00 PM,04-Mar-2024 03:35 PM,25-Mar-2024 02:00 PM,NA ,NA ,04-Mar-2024 03:45 PM,25-Mar-2024 02:00 PM,11-Jun-2024 06:25 PM,"72,312",Yes,percentage,2.0%,Nil,Nil,1.0,Grade of Contractor,Other,,1.0,SBI Bank,750.0,Nil,Nil,No,"Mission Director, NHM, Assam","O/o Mission Director, NHM, Assam",Repairing and Renovation of Operation Theatre Room 10 bedded ward X Ray room etc including Sanitary and water supply and Internal and external electrification at Rani CHC in Kamrup District,Repairing and Renovation of Operation Theatre Room 10 bedded ward X Ray room etc including Sanitary and water supply and Internal and external electrification at Rani CHC in Kamrup District,Please refer Tender documents. ,NA ,"36,15,600",Civil Works - Building,NA ,Tender,180.0,120.0,"Rani CHC, Kamrup district",781131.0,NA ,NA ,NA ,"O/o Mission Director, NHM, Assam",No ,No,National Health Mission||State Programme Management Unit - NHM,I/482047/2024,2024_NHM_36891_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,SBD,04-Mar-2024 03:35 PM,26-Mar-2024 01:00 PM,04-Mar-2024 03:35 PM,25-Mar-2024 02:00 PM,NA ,NA ,04-Mar-2024 03:45 PM,25-Mar-2024 02:00 PM,11-Jun-2024 06:25 PM,"72,312",Yes,percentage,2.0%,Nil,Nil,1.0,Grade of Contractor,Other,,1.0,SBI Bank,750.0,Nil,Nil,No,"Mission Director, NHM, Assam","O/o Mission Director, NHM, Assam",Repairing and Renovation of Operation Theatre Room 10 bedded ward X Ray room etc including Sanitary and water supply and Internal and external electrification at Rani CHC in Kamrup District,Repairing and Renovation of Operation Theatre Room 10 bedded ward X Ray room etc including Sanitary and water supply and Internal and external electrification at Rani CHC in Kamrup District,Please refer Tender documents. ,NA ,"36,15,600",Civil Works - Building,NA ,Tender,180.0,120.0,"Rani CHC, Kamrup district",781131.0,NA ,NA ,NA ,"O/o Mission Director, NHM, Assam",No ,No,18-Oct-2024,"INR 2,675,441",120.0,Anupam Choudhury,18-Oct-2024 06:04 PM,WORaniCHC.pdf (179.00 KB),1.0,230967.0,Rajibuddin Ahmed,INR,"2,675,441",1.0,230991.0,B.P ENTERPRISE,25-Mar-2024 01:21 PM,Rejected-AOC,L 6,18-Oct-2024 06:04 PM,Finance,opened,Dipankar Barman,12-Jun-2024 06:04 PM,None,BOQ Comparative Chart,OSD,Internal,,Anupam Choudhury,18-Oct-2024 05:58 PM,finsummary_60213.pdf (179.01 KB),1.0,230356.0,NRIPAK MALLA BUJAR BARUAH,"28,52,708.40",L 4,Technical,financial evaluation,Dipankar Barman,11-Jun-2024 06:18 PM,None,osd,Internal,,Dipankar Barman,11-Jun-2024 06:22 PM,11-Jun-2024 06:25 PM,techsummary_60213.pdf (1128.23 KB),,,
,,,,,,,,,,,,,,,,.pdf,Technical Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,230853.0,KANGKAN NATH,24-Mar-2024 06:19 PM,Rejected-Technical,Not admitted,11-Jun-2024 06:22 PM,,,,,,,,,,,,,2.0,230363.0,Shri Prasanta Lahkar,"28,34,684.00",L 3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,230925.0,Md. Karamat Ansari,24-Mar-2024 07:06 PM,Rejected-AOC,L 9,18-Oct-2024 06:04 PM,,,,,,,,,,,,,3.0,230519.0,Sri Dilip Kumar Deka,"32,52,000.00",L 11,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,230744.0,MRINAL ADHIKARY,25-Mar-2024 10:19 AM,Rejected-AOC,L 7,18-Oct-2024 06:04 PM,,,,,,,,,,,,,4.0,230690.0,SHAHILA REAL ESTATE DEVELOPERS PVT LT,"30,73,260.00",L 10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,230976.0,M/S Bagala Enterprise,25-Mar-2024 12:58 PM,Rejected-AOC,L 5,18-Oct-2024 06:04 PM,,,,,,,,,,,,,5.0,230744.0,MRINAL ADHIKARY,"29,03,300.00",L 7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,230852.0,M/S J D ENTERPRISE,24-Mar-2024 01:52 PM,Rejected-AOC,L 12,18-Oct-2024 06:04 PM,,,,,,,,,,,,,6.0,230761.0,SAFIQAR RAHMAN,"27,11,707.48",L 2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,230834.0,M/s P.T. Enterprise,24-Mar-2024 06:30 PM,Rejected-AOC,L 8,18-Oct-2024 06:04 PM,,,,,,,,,,,,,7.0,230834.0,M/s P.T. Enterprise,"29,17,000.00",L 8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,230851.0,M/S Saturn Electricals,24-Mar-2024 10:33 AM,Rejected-AOC,L 13,18-Oct-2024 06:04 PM,,,,,,,,,,,,,8.0,230851.0,M/S Saturn Electricals,"34,34,830.00",L 13,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,230250.0,NAZRUL ISLAM,22-Mar-2024 07:12 PM,Rejected-Technical,Not admitted,11-Jun-2024 06:22 PM,,,,,,,,,,,,,9.0,230852.0,M/S J D ENTERPRISE,"32,54,000.00",L 12,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,230356.0,NRIPAK MALLA BUJAR BARUAH,23-Mar-2024 02:35 PM,Rejected-AOC,L 4,18-Oct-2024 06:04 PM,,,,,,,,,,,,,10.0,230925.0,Md. Karamat Ansari,"30,61,567.94",L 9,,,,,,,,,,,,,,,
