Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender ID :,Tender Ref No :,Tender Title :
Department of Water Resources-Externally Aided Project||Flood and River Erosion Management Agency of Assam||WRD- ADB Funded Tenders,FREMAA(P)/TECH/09/ADB/2023,2023_WREAP_31097_1,Yes,Open Tender,Lump-sum,Services,1.0,No,No,Not Applicable,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,RFQ,05-Jun-2023 09:00 AM,05-Jul-2023 04:00 PM,05-Jun-2023 09:00 AM,05-Jul-2023 02:00 PM,05-Jun-2023 09:00 AM ,13-Jun-2023 01:00 PM ,16-Jun-2023 09:00 AM,05-Jul-2023 02:00 PM,0.0,No,fixed,,Nil,Nil,1.0,Replies of Additional Queries,Date,,0.0,Nil,Nil,No,Chief Executive Officer,"Flood and River Erosion Management Agency of Assam 4th Floor, Assam Water Center, Near Basistha Chariali,NH 27, Guwahati, Assam, 781029.",Orthomosaic drone survey under CRBIFRERMP,Orthomosaic mapping using UAV drone for assessment of land acquisition and flood and erosion damage compensation.,Please refer Tender documents. ,NA ,,Miscellaneous Services,NA ,Tender,45.0,30.0,Assam,781032.0,"Conference Hall, CEO,FREMAA ","Flood and River Erosion Management Agency of Assam 4th Floor, Assam Water Center, Near Basistha Chariali,NH 27, Guwahati, Assam, 781029.  ",14-Jun-2023 01:00 PM ,Flood and River Erosion Management Agency of Assam,No ,No,Department of Water Resources-Externally Aided Project||Flood and River Erosion Management Agency of Assam||WRD- ADB Funded Tenders,FREMAA(P)/TECH/09/ADB/2023,2023_WREAP_31097_1,Yes,Open Tender,Lump-sum,Services,1.0,No,No,Not Applicable,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,RFQ,05-Jun-2023 09:00 AM,05-Jul-2023 04:00 PM,05-Jun-2023 09:00 AM,05-Jul-2023 02:00 PM,05-Jun-2023 09:00 AM ,13-Jun-2023 01:00 PM ,16-Jun-2023 09:00 AM,05-Jul-2023 02:00 PM,0.0,No,fixed,,Nil,Nil,1.0,Replies of Additional Queries,Date,,0.0,Nil,Nil,No,Chief Executive Officer,"Flood and River Erosion Management Agency of Assam 4th Floor, Assam Water Center, Near Basistha Chariali,NH 27, Guwahati, Assam, 781029.",Orthomosaic drone survey under CRBIFRERMP,Orthomosaic mapping using UAV drone for assessment of land acquisition and flood and erosion damage compensation.,Please refer Tender documents. ,NA ,,Miscellaneous Services,NA ,Tender,45.0,30.0,Assam,781032.0,"Conference Hall, CEO,FREMAA ","Flood and River Erosion Management Agency of Assam 4th Floor, Assam Water Center, Near Basistha Chariali,NH 27, Guwahati, Assam, 781029.  ",14-Jun-2023 01:00 PM ,Flood and River Erosion Management Agency of Assam,No ,No,11-Sep-2024,"INR 578,025",30.0,Diganta Sarma,01-Oct-2024 11:40 AM,LOAContractDroneSurvey.pdf (2194.00 KB),"Awarded to Garuda Aerospace Pvt Ltd for INR 5,78,025/- exclusive of GST",1.0,187772.0,Garuda Aerospace Private Limited,INR,"578,025",1.0,187960.0,AccionLAND Private Limited,23-Jun-2023 01:18 PM,Rejected-Finance,Evaluated but quoted rate is higher than lowest quoted substantially responsive Bidder.,11-Sep-2024 05:03 PM,Finance,Quotation Opening Summary,Jayanta Barman,14-Jul-2023 06:23 PM,finance_49798.pdf,BOQ Comparative Chart,DEOT-FREMAA,Internal,,Diganta Sarma,11-Sep-2024 05:03 PM,finsummary_49798.pdf (123.15 KB),1.0,187772.0,Garuda Aerospace Private Limited,"5,78,025.00",L1,Shri Amarjyoti Chetia,Internal,,Bhaskar Jyoti Das,08-Mar-2024 07:41 PM,techsummary_49798.pdf (941.13 KB),,,
,,,,,,,,,,,,,,,,.pdf,Supporting Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Supporting Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,188079.0,Aerodyne India Ventures Private Limited,21-Jun-2023 01:45 PM,Rejected-Finance,Evaluated but quoted rate is higher than lowest quoted substantially responsive Bidder.,11-Sep-2024 05:03 PM,,,,,,,,,,,,,2.0,187793.0,Birdscale Technology and Services Private Limited,"44,31,525.00",L18,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,Form of Quotation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form of Quotation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,187814.0,Aerovania Private Limited,17-Jun-2023 01:19 PM,Rejected-Finance,Evaluated but quoted rate is higher than lowest quoted substantially responsive Bidder.,11-Sep-2024 05:03 PM,,,,,,,,,,,,,3.0,187814.0,Aerovania Private Limited,"16,05,625.00",L14,,,,,,,,,
,,,,,,,,,,,,,,,,.xls,Financial Folder_BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Financial Folder_BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,187793.0,Birdscale Technology and Services Private Limited,21-Jun-2023 12:17 PM,Rejected-Finance,Evaluated but quoted rate is higher than lowest quoted substantially responsive Bidder.,11-Sep-2024 05:03 PM,,,,,,,,,,,,,4.0,187890.0,Drone Bee Technologies Private Limited,"48,16,875.00",L19,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,188976.0,C. E. INFO SYSTEMS LIMITED,05-Jul-2023 12:29 PM,Rejected-Finance,Evaluated but quoted rate is higher than lowest quoted substantially responsive Bidder.,11-Sep-2024 05:03 PM,,,,,,,,,,,,,5.0,187940.0,"HRP Infra Pvt. Ltd,","93,12,625.00",L22,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,188458.0,CESTA Enterprise,27-Jun-2023 05:08 PM,Rejected-Finance,Evaluated but quoted rate is higher than lowest quoted substantially responsive Bidder.,11-Sep-2024 05:03 PM,,,,,,,,,,,,,6.0,187960.0,AccionLAND Private Limited,"28,23,331.00",L17,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,188902.0,DroneAcharya Aerial innovayions Limited,05-Jul-2023 01:56 PM,Rejected-Finance,Evaluated but quoted rate is higher than lowest quoted substantially responsive Bidder.,11-Sep-2024 05:03 PM,,,,,,,,,,,,,7.0,188004.0,SAPTRISHI CONSULTANCY SERVICES LIMITED,"14,15,519.00",L13,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,187890.0,Drone Bee Technologies Private Limited,04-Jul-2023 08:55 PM,Rejected-Finance,Evaluated but quoted rate is higher than lowest quoted substantially responsive Bidder.,11-Sep-2024 05:03 PM,,,,,,,,,,,,,8.0,188053.0,Inventgrid India Private Limited,"8,99,150.00",L7,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,187774.0,EDALL Systems,16-Jun-2023 11:35 AM,Rejected-Technical,Evaluated and found to be Non-Responsive,08-Mar-2024 07:41 PM,,,,,,,,,,,,,9.0,188079.0,Aerodyne India Ventures Private Limited,"8,94,012.00",L6,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,187772.0,Garuda Aerospace Private Limited,16-Jun-2023 03:21 PM,Accepted-AOC,"Awarded to Garuda Aerospace Pvt Ltd for INR 5,78,025/- exclusive of GST as it is lowest quoted substantially responsive bidder.",01-Oct-2024 11:41 AM,,,,,,,,,,,,,10.0,188232.0,REELON,"7,38,587.50",L3,,,,,,,,,
