Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender ID :,Tender Ref No :,Tender Title :
Skill Employment and Entrepreneurship Department||Assam Skill Development Mission,ASDM-3495/2024/103 Dated 01/08/2024,2024_SEED_38314_1,Yes,Open Tender,Empanelment,Services,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Technical Bid,01-Aug-2024 06:00 PM,30-Aug-2024 03:30 PM,01-Aug-2024 06:00 PM,29-Aug-2024 06:00 PM,01-Aug-2024 06:00 PM ,08-Aug-2024 06:00 PM ,14-Aug-2024 09:00 AM,29-Aug-2024 06:00 PM,"1,90,000",Yes,fixed,,Nil,Nil,1.0,Date Corrigendum,Date,,1.0,SBI Bank,"5,000",Nil,Nil,No,Mission Director,ASDM Garchuk,ASDM-3495/2024/103 Dated 01/08/2024,Refer NIT,Refer NIT ,NA ,"94,71,700",Consultancy,NA ,Empanelment,180.0,180.0,ASDM Garchuk,781035.0,NA ,NA ,NA ,ASDM Garchuk,No ,No,Skill Employment and Entrepreneurship Department||Assam Skill Development Mission,ASDM-3495/2024/103 Dated 01/08/2024,2024_SEED_38314_1,Yes,Open Tender,Empanelment,Services,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Technical Bid,01-Aug-2024 06:00 PM,30-Aug-2024 03:30 PM,01-Aug-2024 06:00 PM,29-Aug-2024 06:00 PM,01-Aug-2024 06:00 PM ,08-Aug-2024 06:00 PM ,14-Aug-2024 09:00 AM,29-Aug-2024 06:00 PM,"1,90,000",Yes,fixed,,Nil,Nil,1.0,Date Corrigendum,Date,,1.0,SBI Bank,"5,000",Nil,Nil,No,Mission Director,ASDM Garchuk,ASDM-3495/2024/103 Dated 01/08/2024,Refer NIT,Refer NIT ,NA ,"94,71,700",Consultancy,NA ,Empanelment,180.0,180.0,ASDM Garchuk,781035.0,NA ,NA ,NA ,ASDM Garchuk,No ,No,23-Oct-2024,"INR 9,471,000",180.0,Akkas Ali,23-Oct-2024 05:06 PM,103.pdf (231.00 KB),1.0,237443.0,NRDS Management Private Limited,INR,"9,471,000",1.0,237553.0,ADARSHA SAMAJ KALYAN SAMITTEE,22-Aug-2024 05:09 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,23-Oct-2024 04:55 PM,Finance,NRDS Management Private Limited selected as H1,Akkas Ali,23-Oct-2024 04:54 PM,None,Misison Director,Internal,,Akkas Ali,23-Oct-2024 05:03 PM,finsummary_62105.pdf (339.38 KB),1.0,237443.0,NRDS Management Private Limited,"94,71,000.00",1.0,Mission Director,Internal,,Akkas Ali,23-Oct-2024 04:57 PM,techsummary_62105.pdf (339.38 KB),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Corrigendum_1,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Corrigendum_1,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,236978.0,AISECT Limited,21-Aug-2024 04:50 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,23-Oct-2024 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,236808.0,Brainlite Education Solutions Private Limited,21-Aug-2024 04:13 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,23-Oct-2024 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,237467.0,INNOVISION LIMITED,22-Aug-2024 05:02 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,23-Oct-2024 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,237443.0,NRDS Management Private Limited,21-Aug-2024 02:36 PM,Accepted-AOC,H1,23-Oct-2024 05:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,236866.0,Route To Connect,27-Aug-2024 09:50 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,23-Oct-2024 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,237428.0,Times Centre for Learning Limited,22-Aug-2024 05:22 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,23-Oct-2024 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,237441.0,Valeur Fabtex Private Limited,24-Aug-2024 04:40 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,23-Oct-2024 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,236900.0,Vocman India Private Limited,26-Aug-2024 04:16 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,23-Oct-2024 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024_SEED_38314_1,ASDM-3495/2024/103 Dated 01/08/2024,ASDM-3495/2024/103 Dated 01/08/2024
