Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Guwahati Municipal Corporation,GER/CE/2372/2023/30 Dated 07/02/2024,2024_GMC_36047_2,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,SBD,08-Feb-2024 02:00 PM,28-Feb-2024 03:00 PM,08-Feb-2024 02:00 PM,28-Feb-2024 02:00 PM,NA ,NA ,08-Feb-2024 02:00 PM,28-Feb-2024 02:00 PM,01-Jul-2024 04:00 PM,"66,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,700.0,Nil,Nil,No,"THE COMMISSIONER, GMC","OFFICE OF THE COMMISSIONER, GMC,BHANGAGARH, GHY-05",Improvement of a bye lane at Railway Colony Balaji Temple Road ward no. 53,Construction of various works under 1 crore ward wise Councilors Scheme under ward no. 53 and 54 under 1st installment of Untied Basic Grant to the ULBs in Non-Million Plus award of 15th finance Commission for the year 2021-22 during the year 22-23,Please refer Tender documents. ,NA ,"33,00,000",Civil Works,NA ,Tender,180.0,90.0,GUWAHATI,781006.0,NA ,NA ,NA ,"OFFICE OF THE COMMISSIONER, GMC,BHANGAGARH, GHY-05",No ,No,Guwahati Municipal Corporation,GER/CE/2372/2023/30 Dated 07/02/2024,2024_GMC_36047_2,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,SBD,08-Feb-2024 02:00 PM,28-Feb-2024 03:00 PM,08-Feb-2024 02:00 PM,28-Feb-2024 02:00 PM,NA ,NA ,08-Feb-2024 02:00 PM,28-Feb-2024 02:00 PM,01-Jul-2024 04:00 PM,"66,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,700.0,Nil,Nil,No,"THE COMMISSIONER, GMC","OFFICE OF THE COMMISSIONER, GMC,BHANGAGARH, GHY-05",Improvement of a bye lane at Railway Colony Balaji Temple Road ward no. 53,Construction of various works under 1 crore ward wise Councilors Scheme under ward no. 53 and 54 under 1st installment of Untied Basic Grant to the ULBs in Non-Million Plus award of 15th finance Commission for the year 2021-22 during the year 22-23,Please refer Tender documents. ,NA ,"33,00,000",Civil Works,NA ,Tender,180.0,90.0,GUWAHATI,781006.0,NA ,NA ,NA ,"OFFICE OF THE COMMISSIONER, GMC,BHANGAGARH, GHY-05",No ,No,21-Sep-2024,"INR 2,482,590",90.0,Deepankar Kakati,29-Oct-2024 10:40 AM,AOCBALAJI.pdf (221.00 KB),1.0,227842.0,SRI SAMUJJAL KUMAR DAS,INR,"2,482,590",1.0,227878.0,ABHIJEET OJAH,28-Feb-2024 01:54 PM,Rejected-AOC,Work allotted to the L1 Bidder,29-Oct-2024 10:42 AM,Finance,Financial Bids submitted by the bidders have been considered for further Evaluation.,Nabajyoti Bordoloi,01-Jul-2024 04:50 PM,finance_59017.pdf,BOQ Comparative Chart,"Joint Commissioner, GMC",Internal,"Chief Engineer, CAAO, SE, Divisional Engineer, Procurement Officer, MIC Member PWD Works committee",Nabajyoti Bordoloi,13-Aug-2024 02:31 PM,finsummary_59017.pdf (2085.28 KB),1.0,227243.0,KAMAL DAS,"25,37,700.00",L3,Technical,Cost of Bid documents / Bid Security / Technical Bids submitted by the bidders have been considered for further Evaluation.,Nabajyoti Bordoloi,28-Feb-2024 04:09 PM,technical_59017.pdf,"Joint Commissioner, GMC",Internal,"Chief Engineer, CAAO, Divisional Engineer, Procurement Officer, MIC Member PWD Works committee",Nabajyoti Bordoloi,01-Jul-2024 03:08 PM,01-Jul-2024 04:00 PM,techsummary_59017.pdf (2002.98 KB),,,
,,,,,,,,,,,,,,,,.pdf,TECHNICAL DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TECHNICAL DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,227607.0,dharam prakash shah,27-Feb-2024 08:17 PM,Rejected-AOC,Work allotted to the L1 Bidder,29-Oct-2024 10:42 AM,,,,,,,,,,,,,2.0,227451.0,D N ENTERPRISE,"28,84,200.00",L11,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,227451.0,D N ENTERPRISE,27-Feb-2024 09:52 PM,Rejected-AOC,Work allotted to the L1 Bidder,29-Oct-2024 10:42 AM,,,,,,,,,,,,,3.0,227607.0,dharam prakash shah,"26,89,500.00",L6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,227243.0,KAMAL DAS,25-Feb-2024 06:01 PM,Rejected-AOC,Work allotted to the L1 Bidder,29-Oct-2024 10:42 AM,,,,,,,,,,,,,4.0,227741.0,M/S DHANSIRI ASSOCIATES,"28,15,890.00",L10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,227819.0,Matiur Rahman,27-Feb-2024 10:36 PM,Rejected-AOC,Work allotted to the L1 Bidder,29-Oct-2024 10:42 AM,,,,,,,,,,,,,5.0,227819.0,Matiur Rahman,"26,92,800.00",L7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,227741.0,M/S DHANSIRI ASSOCIATES,27-Feb-2024 05:54 PM,Rejected-AOC,Work allotted to the L1 Bidder,29-Oct-2024 10:42 AM,,,,,,,,,,,,,6.0,227828.0,P.S. ENTERPRISE,"27,13,590.00",L8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,227828.0,P.S. ENTERPRISE,28-Feb-2024 09:34 AM,Rejected-AOC,Work allotted to the L1 Bidder,29-Oct-2024 10:42 AM,,,,,,,,,,,,,7.0,227842.0,SRI SAMUJJAL KUMAR DAS,"24,82,590.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,227855.0,RAJDEEP CHOUDHURY,28-Feb-2024 01:49 PM,Rejected-AOC,Work allotted to the L1 Bidder,29-Oct-2024 10:42 AM,,,,,,,,,,,,,8.0,227849.0,Skyline Constructions,"25,08,000.00",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,227884.0,SARAT DAS,28-Feb-2024 12:49 PM,Rejected-AOC,Work allotted to the L1 Bidder,29-Oct-2024 10:42 AM,,,,,,,,,,,,,9.0,227855.0,RAJDEEP CHOUDHURY,"26,36,700.00",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,227849.0,Skyline Constructions,28-Feb-2024 01:12 PM,Rejected-AOC,Work allotted to the L1 Bidder,29-Oct-2024 10:42 AM,,,,,,,,,,,,,10.0,227878.0,ABHIJEET OJAH,"27,98,400.00",L9,,,,,,,,,,,,,,,
