Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Public Works Building and NH Department||Chief Engineer-Building - PWBNH,CE/TB-VII/47/2024/7 Dated Guwahati the June 2024,2024_PWBNH_37673_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,20-Jun-2024 03:00 PM,12-Jul-2024 03:00 PM,20-Jun-2024 03:00 PM,10-Jul-2024 02:00 PM,NA ,NA ,20-Jun-2024 03:00 PM,10-Jul-2024 02:00 PM,13-Sep-2024 06:10 PM,"5,62,926",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"5,700",Nil,Nil,No,"Addl. CE, PWD(P), Asssam, Chandmari, Guwahati-3","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3",Jagannath Community and Skill Centre at (i) Doflating TE (ii) Barhulla TE under Titabor LAC (Pkg. No.118),Jagannath Community and Skill Centre at (i) Doflating TE (ii) Barhulla TE under Titabor LAC (Pkg. No.118),Please refer Tender documents. ,NA ,"2,81,46,286",Civil Works - Building,NA ,Tender,180.0,365.0,Jorhat,785001.0,NA ,NA ,NA ,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3",No ,No,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,CE/TB-VII/47/2024/7 Dated Guwahati the June 2024,2024_PWBNH_37673_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,20-Jun-2024 03:00 PM,12-Jul-2024 03:00 PM,20-Jun-2024 03:00 PM,10-Jul-2024 02:00 PM,NA ,NA ,20-Jun-2024 03:00 PM,10-Jul-2024 02:00 PM,13-Sep-2024 06:10 PM,"5,62,926",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"5,700",Nil,Nil,No,"Addl. CE, PWD(P), Asssam, Chandmari, Guwahati-3","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3",Jagannath Community and Skill Centre at (i) Doflating TE (ii) Barhulla TE under Titabor LAC (Pkg. No.118),Jagannath Community and Skill Centre at (i) Doflating TE (ii) Barhulla TE under Titabor LAC (Pkg. No.118),Please refer Tender documents. ,NA ,"2,81,46,286",Civil Works - Building,NA ,Tender,180.0,365.0,Jorhat,785001.0,NA ,NA ,NA ,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3",No ,No,23-Oct-2024,"INR 24,332,464",365.0,Nayan Jyoti Barman,23-Oct-2024 05:37 PM,WO_Pkg-118.pdf (367.00 KB),1.0,234420.0,PRANAB PHUKAN,INR,"24,332,464",1.0,234496.0,DILIP HUZURI,10-Jul-2024 12:44 PM,Rejected-AOC,L3,23-Oct-2024 05:37 PM,Finance,Summary,Nayan Jyoti Barman,13-Sep-2024 06:26 PM,finance_61292.pdf,BOQ Comparative Chart,CE PWD(Bldg),Internal,,Nayan Jyoti Barman,23-Oct-2024 05:34 PM,finsummary_61292.pdf (367.04 KB),1.0,234018.0,KABENDRA DEKA,"2,53,31,600.00",L2,Technical,Summary,Nayan Jyoti Barman,15-Jul-2024 12:22 PM,technical_61292.pdf,CE PWD(Roads),Internal,,Chandana Basumatary,13-Sep-2024 06:07 PM,13-Sep-2024 06:10 PM,techsummary_61292.pdf (933.65 KB),,,
,,,,,,,,,,,,,,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,234210.0,Gautam Bagaria,09-Jul-2024 05:20 PM,Rejected-AOC,L7,23-Oct-2024 05:37 PM,,,,,,,,,,,,,2.0,234210.0,Gautam Bagaria,"2,78,62,000.00",L7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,234413.0,GLOBAL POWER AND ENGINEERS,10-Jul-2024 11:06 AM,Rejected-AOC,L4,23-Oct-2024 05:37 PM,,,,,,,,,,,,,3.0,234413.0,GLOBAL POWER AND ENGINEERS,"2,61,86,985.53",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,234018.0,KABENDRA DEKA,10-Jul-2024 01:25 PM,Rejected-AOC,L2,23-Oct-2024 05:37 PM,,,,,,,,,,,,,4.0,234420.0,PRANAB PHUKAN,"2,43,32,464.25",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,FORM OF BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FORM OF BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,234506.0,KAJAL HORE,09-Jul-2024 11:52 PM,Rejected-Technical,Non-Responsive,13-Sep-2024 06:08 PM,,,,,,,,,,,,,5.0,234496.0,DILIP HUZURI,"2,59,50,875.69",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,234420.0,PRANAB PHUKAN,09-Jul-2024 08:04 PM,Accepted-AOC,Work Order Issued,23-Oct-2024 05:37 PM,,,,,,,,,,,,,6.0,234527.0,Tej Karan Jain,"2,64,38,230.99",L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,234214.0,RAJU BHARECH,09-Jul-2024 09:36 PM,Rejected-Technical,Non-Responsive,13-Sep-2024 06:08 PM,,,,,,,,,,,,,7.0,234544.0,Simanta Das,"2,71,61,000.00",L6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,234467.0,S A Traders,09-Jul-2024 05:55 PM,Rejected-Technical,Non-Responsive,13-Sep-2024 06:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,234544.0,Simanta Das,10-Jul-2024 11:56 AM,Rejected-AOC,L6,23-Oct-2024 05:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,234527.0,Tej Karan Jain,10-Jul-2024 10:52 AM,Rejected-AOC,L5,23-Oct-2024 05:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
