Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender ID :,Tender Ref No :,Tender Title :
Department of Water Resources-Externally Aided Project||Flood and River Erosion Management Agency of Assam||WRD- ADB Funded Tenders,FREMAA(P)/PROJ/ADB/23/2023/1,2023_WREAP_33847_1,Yes,Open Tender,Lump-sum,Services,1.0,No,No,Not Applicable,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,RFQ Document along with ToR,11-Nov-2023 09:00 AM,12-Dec-2023 04:00 PM,11-Nov-2023 09:00 AM,12-Dec-2023 02:00 PM,11-Nov-2023 09:00 AM ,16-Nov-2023 05:00 PM ,22-Nov-2023 09:00 AM,12-Dec-2023 02:00 PM,0.0,No,fixed,,Nil,Nil,1.0,Addendum-2,Date,,0.0,Nil,Nil,No,"CEO, FREMAA","At 4th Floor, Assam Water Centre Basistha Chariali,NH 27 Guwahati, Assam-781029","Engagement of NGO for Implementation Support of Resettlement Plan (Dibrugarh, Tinsukia)","Engagement of NGO for Implementation Support of Resettlement Plan (Dibrugarh, Tinsukia)",Please refer Tender Documents ,NA ,,Miscellaneous Services,NA ,Tender,90.0,548.0,Assam,781029.0,Conference Hall of FREMAA ,"At 4th Floor, Assam Water Centre Basistha Chariali,NH 27 Guwahati, Assam-781029 ",17-Nov-2023 01:00 PM ,FREMAA Office,No ,No,Department of Water Resources-Externally Aided Project||Flood and River Erosion Management Agency of Assam||WRD- ADB Funded Tenders,FREMAA(P)/PROJ/ADB/23/2023/1,2023_WREAP_33847_1,Yes,Open Tender,Lump-sum,Services,1.0,No,No,Not Applicable,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,RFQ Document along with ToR,11-Nov-2023 09:00 AM,12-Dec-2023 04:00 PM,11-Nov-2023 09:00 AM,12-Dec-2023 02:00 PM,11-Nov-2023 09:00 AM ,16-Nov-2023 05:00 PM ,22-Nov-2023 09:00 AM,12-Dec-2023 02:00 PM,0.0,No,fixed,,Nil,Nil,1.0,Addendum-2,Date,,0.0,Nil,Nil,No,"CEO, FREMAA","At 4th Floor, Assam Water Centre Basistha Chariali,NH 27 Guwahati, Assam-781029","Engagement of NGO for Implementation Support of Resettlement Plan (Dibrugarh, Tinsukia)","Engagement of NGO for Implementation Support of Resettlement Plan (Dibrugarh, Tinsukia)",Please refer Tender Documents ,NA ,,Miscellaneous Services,NA ,Tender,90.0,548.0,Assam,781029.0,Conference Hall of FREMAA ,"At 4th Floor, Assam Water Centre Basistha Chariali,NH 27 Guwahati, Assam-781029 ",17-Nov-2023 01:00 PM ,FREMAA Office,No ,No,16-Feb-2024,"INR 5,430,000",548.0,Diganta Sarma,01-Oct-2024 03:07 PM,LOAContractRAPDibrugarhTinsukia.pdf (19145.00 KB),"Awarded to SEWA for Rs. 54,30,000/- exclusive of GST and provisional sum.",1.0,212929.0,Socio Educational Welfare Association,INR,"5,430,000",1.0,214876.0,Arthy Learning And Implementation Private Limited,12-Dec-2023 12:42 AM,Rejected-Technical,Not evaluated as quoted amount was higher than lowest quoted responsive bidder,26-Jan-2024 10:16 AM,Finance,Bid Opening Summary,Bhaskar Jyoti Das,25-Jan-2024 02:02 PM,finance_54674.pdf,BOQ Comparative Chart,"Dr Jeevan B, IAS",Internal,,Bhaskar Jyoti Das,26-Jan-2024 10:31 AM,finsummary_54674.pdf (859.15 KB),1.0,212929.0,Socio Educational Welfare Association,"54,30,000.00",L1,"Dr Jeevan B, IAS",Internal,,Bhaskar Jyoti Das,26-Jan-2024 10:16 AM,techsummary_54674.pdf (859.15 KB),,,
,,,,,,,,,,,,,,,,.pdf,Supporting Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Supporting Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,214296.0,Centre for Environment Research and Development,06-Dec-2023 09:05 AM,Rejected-Technical,Not evaluated as quoted amount was higher than lowest quoted responsive bidder,26-Jan-2024 10:16 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,212750.0,Consultants for Rural Area Development Linked Economy (CRADLE),27-Nov-2023 03:44 PM,Rejected-Technical,Not evaluated as quoted amount was higher than lowest quoted responsive bidder,26-Jan-2024 10:16 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,214079.0,KALPATARU GRAMODYOG SAMITI,12-Dec-2023 12:53 PM,Rejected-Technical,Not evaluated as quoted amount was higher than lowest quoted responsive bidder,26-Jan-2024 10:16 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,212955.0,RGVN,28-Nov-2023 11:50 AM,Rejected-Technical,Technically non-responsive,26-Jan-2024 10:16 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,214130.0,Sambhawana Development Foundation,04-Dec-2023 12:55 PM,Rejected-Technical,Not evaluated as quoted amount was higher than lowest quoted responsive bidder,26-Jan-2024 10:16 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,212505.0,Sarita Rani,26-Nov-2023 04:22 PM,Rejected-Technical,Not evaluated as quoted amount was higher than lowest quoted responsive bidder,26-Jan-2024 10:16 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,212861.0,SATYAJIT,27-Nov-2023 09:01 PM,Rejected-Technical,Not evaluated as quoted amount was higher than lowest quoted responsive bidder,26-Jan-2024 10:16 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,214917.0,SCORPION,12-Dec-2023 01:04 PM,Rejected-Technical,Not evaluated as quoted amount was higher than lowest quoted responsive bidder,26-Jan-2024 10:16 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,212929.0,Socio Educational Welfare Association,12-Dec-2023 10:50 AM,Accepted-AOC,"Awarded to SEWA for Rs. 54,30,000/- exclusive of GST and provisional sum as Bidder is lowest quoted substantially responsive.",01-Oct-2024 03:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
