Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Axom Sarba Siksha Abhijan Mission,E-499218/3,2024_SSA_37556_35,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Pre-qualification documents,29-Jun-2024 09:00 AM,02-Jul-2024 03:00 PM,29-Jun-2024 09:00 AM,02-Jul-2024 02:00 PM,29-Jun-2024 09:00 AM ,29-Jun-2024 03:00 PM ,29-Jun-2024 09:00 AM,02-Jul-2024 02:00 PM,10-Sep-2024 03:00 PM,"4,79,000",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"4,790",Nil,Nil,Yes,"MISSION DIRECTOR, SAMAGRA SHIKSHA, ASSAM","Kahilipara, Guwahati-19",Group-22,Construction of teachers residential quarter at 1 Kasturba Gandhi Balika Vidyalaya Type-III Pakabetbari 18050205711 in Barpeta district 2 Kasturba Gandhi Balika Vidyalaya Type-III Mandia 18050110108 in Barpeta district,Please refer Tender documents. ,NA ,"2,39,50,000",Civil Works - Building,NA ,Tender,180.0,300.0,Barpeta,781019.0,"O/O THE MD, SS, ASSAM ","Kahilipara, Guwahati-19 ",29-Jun-2024 03:00 PM ,"O/O THE MD, SS, ASSAM",No ,No,Axom Sarba Siksha Abhijan Mission,E-499218/3,2024_SSA_37556_35,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Pre-qualification documents,29-Jun-2024 09:00 AM,02-Jul-2024 03:00 PM,29-Jun-2024 09:00 AM,02-Jul-2024 02:00 PM,29-Jun-2024 09:00 AM ,29-Jun-2024 03:00 PM ,29-Jun-2024 09:00 AM,02-Jul-2024 02:00 PM,10-Sep-2024 03:00 PM,"4,79,000",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"4,790",Nil,Nil,Yes,"MISSION DIRECTOR, SAMAGRA SHIKSHA, ASSAM","Kahilipara, Guwahati-19",Group-22,Construction of teachers residential quarter at 1 Kasturba Gandhi Balika Vidyalaya Type-III Pakabetbari 18050205711 in Barpeta district 2 Kasturba Gandhi Balika Vidyalaya Type-III Mandia 18050110108 in Barpeta district,Please refer Tender documents. ,NA ,"2,39,50,000",Civil Works - Building,NA ,Tender,180.0,300.0,Barpeta,781019.0,"O/O THE MD, SS, ASSAM ","Kahilipara, Guwahati-19 ",29-Jun-2024 03:00 PM ,"O/O THE MD, SS, ASSAM",No ,No,17-Oct-2024,"INR 21,555,000",300.0,Azim Hussain,17-Oct-2024 03:02 PM,Groupno22.pdf (1855.00 KB),1.0,233833.0,ATOWAR RAHMAN,INR,"21,555,000",1.0,233833.0,ATOWAR RAHMAN,01-Jul-2024 12:16 PM,Accepted-AOC,Awarded as per clause 29.7 and 30 of ITB (E) and clause 31 of ITB (F),17-Oct-2024 03:02 PM,Finance,Admitted for financial evaluation,Kamal Das,10-Sep-2024 07:12 PM,None,BOQ Comparative Chart,Executive Director,Internal,,Azim Hussain,17-Oct-2024 02:59 PM,finsummary_61453.pdf (1704.93 KB),1.0,233722.0,Durjan Ali,"2,15,55,000.00",L1,Technical,Admitted for technical evaluation,Azim Hussain,06-Jul-2024 08:06 PM,None,Executive Director,Internal,,Azim Hussain,10-Sep-2024 11:01 AM,10-Sep-2024 03:00 PM,techsummary_61453.pdf (1195.55 KB),,,
,,,,,,,,,,,,,,,,.pdf,Tender fee and Bid security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Tender fee and Bid security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,233722.0,Durjan Ali,02-Jul-2024 12:17 PM,Rejected-AOC,Non-responsive as per clause 29.7 and 30 of ITB (E) and clause 31 of ITB (F),17-Oct-2024 03:02 PM,,,,,,,,,,,,,2.0,233764.0,S M ASSOCIATES,"2,15,55,000.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,Signed bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Signed bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,233986.0,JAHURUL ISLAM,02-Jul-2024 01:30 PM,Rejected-Technical,TECHNICALLY NON-RESPONSIVE,10-Sep-2024 11:01 AM,,,,,,,,,,,,,3.0,233785.0,UNIQUE TRADERS,"2,15,55,000.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,234013.0,JINTU ALI,02-Jul-2024 01:01 PM,Rejected-AOC,Non-responsive as per clause 29.7 and 30 of ITB (E) and clause 31 of ITB (F),17-Oct-2024 03:02 PM,,,,,,,,,,,,,4.0,233833.0,ATOWAR RAHMAN,"2,15,55,000.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,Form of Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form of Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,233845.0,M/s A.B. ENTERPRISE,02-Jul-2024 12:28 PM,Rejected-AOC,Non-responsive as per clause 29.7 and 30 of ITB (E) and clause 31 of ITB (F),17-Oct-2024 03:02 PM,,,,,,,,,,,,,5.0,233845.0,M/s A.B. ENTERPRISE,"2,15,55,000.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,233932.0,M/S BHAGYA TRADERS,02-Jul-2024 08:11 AM,Rejected-Technical,TECHNICALLY NON-RESPONSIVE,10-Sep-2024 11:01 AM,,,,,,,,,,,,,6.0,234003.0,M/S S.S. CONSTRUCTION,"2,15,55,000.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,234003.0,M/S S.S. CONSTRUCTION,02-Jul-2024 12:37 PM,Rejected-AOC,Non-responsive as per clause 29.7 and 30 of ITB (E) and clause 31 of ITB (F),17-Oct-2024 03:02 PM,,,,,,,,,,,,,7.0,234013.0,JINTU ALI,"2,15,55,000.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,233764.0,S M ASSOCIATES,30-Jun-2024 06:54 PM,Rejected-AOC,Non-responsive as per clause 29.7 and 30 of ITB (E) and clause 31 of ITB (F),17-Oct-2024 03:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,233785.0,UNIQUE TRADERS,30-Jun-2024 07:57 PM,Rejected-AOC,Non-responsive as per clause 29.7 and 30 of ITB (E) and clause 31 of ITB (F),17-Oct-2024 03:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024_SSA_37556_35,E-499218/3,Group-22
