Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
National Health Mission||State Programme Management Unit - NHM,NHM-32050/46/2021 Construction NHM 89,2023_NHM_31705_32,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,SBD,21-Jul-2023 06:00 PM,01-Aug-2023 03:30 PM,21-Jul-2023 06:00 PM,31-Jul-2023 02:00 PM,NA ,NA ,21-Jul-2023 06:00 PM,31-Jul-2023 02:00 PM,11-Jun-2024 06:05 PM,"72,959",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"1,000",Nil,Nil,No,Mission Director NHM Assam,"o/o Mission Director, NHM, Assam",Repairing Renovation of 229 Nos of Sub Centre to upgrade them as Health n Wellness Centre at various places of Assam under NHM Assam Group 26 4 nos of schemes in Nalbari district,Repairing Renovation of 229 Nos of Sub Centre to upgrade them as Health n Wellness Centre at various places of Assam under NHM Assam Group 26 4 nos of schemes in Nalbari district,Please refer Tender documents. ,NA ,"36,47,963",Civil Works - Building,NA ,Tender,180.0,120.0,Nalbari District,781335.0,NA ,NA ,NA ,"o/o Mission Director, NHM, Assam",No ,No,National Health Mission||State Programme Management Unit - NHM,NHM-32050/46/2021 Construction NHM 89,2023_NHM_31705_32,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,SBD,21-Jul-2023 06:00 PM,01-Aug-2023 03:30 PM,21-Jul-2023 06:00 PM,31-Jul-2023 02:00 PM,NA ,NA ,21-Jul-2023 06:00 PM,31-Jul-2023 02:00 PM,11-Jun-2024 06:05 PM,"72,959",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"1,000",Nil,Nil,No,Mission Director NHM Assam,"o/o Mission Director, NHM, Assam",Repairing Renovation of 229 Nos of Sub Centre to upgrade them as Health n Wellness Centre at various places of Assam under NHM Assam Group 26 4 nos of schemes in Nalbari district,Repairing Renovation of 229 Nos of Sub Centre to upgrade them as Health n Wellness Centre at various places of Assam under NHM Assam Group 26 4 nos of schemes in Nalbari district,Please refer Tender documents. ,NA ,"36,47,963",Civil Works - Building,NA ,Tender,180.0,120.0,Nalbari District,781335.0,NA ,NA ,NA ,"o/o Mission Director, NHM, Assam",No ,No,25-Oct-2024,"INR 2,863,650.25",120.0,Himangshu Kalita,25-Oct-2024 03:54 PM,Signwogrp.pdf (183.00 KB),work allotted,1.0,194102.0,Md. Azim Ali,INR,"2,863,650.25",1.0,193894.0,ARFAN ALI,29-Jul-2023 08:45 PM,Rejected-Technical,Not Admitted,11-Jun-2024 06:01 PM,Finance,financial bid opened,Himangshu Kalita,25-Oct-2024 03:46 PM,None,BOQ Comparative Chart,ED,Internal,,Himangshu Kalita,25-Oct-2024 03:53 PM,finsummary_50888.pdf (182.79 KB),1.0,193505.0,SRI UTTAM BAISHYA,"30,63,702.79",L4,Technical,financial evaluation,Anupam Choudhury,11-Jun-2024 05:57 PM,None,osd,Internal,,Anupam Choudhury,11-Jun-2024 06:01 PM,11-Jun-2024 06:05 PM,techsummary_50888.pdf (1077.40 KB),,,
,,,,,,,,,,,,,,,,.pdf,Technical Qualification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Qualification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,194145.0,ASHIRBAD HARDWARE,31-Jul-2023 01:51 PM,Rejected-Finance,Not Admitted,25-Oct-2024 03:53 PM,,,,,,,,,,,,,2.0,193607.0,SAILEN BAISHYA,"31,54,884.03",L6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,193986.0,BUILD ANGLE,31-Jul-2023 12:09 PM,Rejected-Finance,Not Admitted,25-Oct-2024 03:53 PM,,,,,,,,,,,,,3.0,193946.0,Sr Pradip Kumar Das,"33,40,800.01",L8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,194189.0,CHAND MOHAMMAD ALI,31-Jul-2023 10:47 AM,Rejected-Technical,Not Admitted,11-Jun-2024 06:01 PM,,,,,,,,,,,,,4.0,193986.0,BUILD ANGLE,"31,00,174.71",L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,194102.0,Md. Azim Ali,31-Jul-2023 12:28 PM,Accepted-AOC,work allotted,25-Oct-2024 03:55 PM,,,,,,,,,,,,,5.0,194006.0,M/s Macrocosm Builders,"29,87,109.65",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,194006.0,M/s Macrocosm Builders,30-Jul-2023 05:45 PM,Rejected-Finance,Not Admitted,25-Oct-2024 03:53 PM,,,,,,,,,,,,,6.0,194102.0,Md. Azim Ali,"28,63,650.25",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,194149.0,M/S Mayur Associates,30-Jul-2023 11:37 PM,Rejected-Finance,Not Admitted,25-Oct-2024 03:53 PM,,,,,,,,,,,,,7.0,194145.0,ASHIRBAD HARDWARE,"29,14,722.77",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,193607.0,SAILEN BAISHYA,30-Jul-2023 10:59 AM,Rejected-Finance,Not Admitted,25-Oct-2024 03:53 PM,,,,,,,,,,,,,8.0,194149.0,M/S Mayur Associates,"32,10,200.00",L7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,193531.0,SRI BUBUL KONWAR,31-Jul-2023 11:55 AM,Rejected-Technical,Not Admitted,11-Jun-2024 06:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,193505.0,SRI UTTAM BAISHYA,31-Jul-2023 01:53 PM,Rejected-Finance,Not Admitted,25-Oct-2024 03:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
