Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date.1,Bid Opening Date.1,Bid Submission Opening Date,Bid Submission Closing Date,Pre Bid Meeting Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date.1,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Pr. Chief Conservator of Forest and Head of Forest Force||Research Education and Working Plans||Research and Education Circle||Genetic Cell Division,NIT04,2025_PCCF_42957_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,Yes,1.0,Fee/PreQual/Technical,.pdf,Earnest money payment receipt,19-Feb-2025 04:00 PM,12-Mar-2025 01:00 PM,20-Feb-2025 10:00 AM,11-Mar-2025 03:00 PM,21-Feb-2025 10:00 AM ,24-Feb-2025 04:00 PM ,26-Feb-2025 10:00 AM,11-Mar-2025 03:00 PM,20-Mar-2025 04:00 PM,"1,00,000",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,18-Mar-2025 03:00 PM,20-Mar-2025 04:00 PM,18-Mar-2025 04:00 PM,20-Mar-2025 03:00 PM,,"1,000",Nil,Nil,No,Divisional Forest Officer Bongaigao S.F. Division,"Divisional Forest Office, Bongaigaon S.F. Division, Dolaigaon, Bongaigaon, Assam",CONSTRUCTION OF BOUNDARY WALL 400 RUNNING METERS WITH IRON GATE,CONSTRUCTION OF BOUNDARY WALL 400 RUNNING METERS WITH IRON GATE,Please refer Tender documents. ,NA ,"50,00,000",Civil Works,NA ,Tender,75.0,NA ,Bongaigaon Social Forestry Division,783380.0,Bongaigaon Social Forestry Division Office ,Bongaigaon Social Forestry Division Office ,25-Feb-2025 02:00 PM ,Bongaigaon Social Forestry Division Office,No ,No,AOC,14-May-2025,"INR 4,500,000",90.0,GAUNADIP DAS,14-May-2025 06:32 PM,AOC.pdf (522.00 KB),Work order for Construction of boundary wall 400 running meters and Iron Gate in Divisional Forest Office Bongaigaon Social Forestry Division Campus as per approved plan and estimate,1.0,260830.0,Sri Krishna Barman,INR,"4,500,000",1,260169,Alokesh Bhuyan,10-Mar-2025 10:54 PM,Rejected-Technical,Not submitted GST 3B,18-Mar-2025 11:46 AM,Finance,Today I have opened the financial bid document on 24 03 2025 at 1 PM in presence of Bid Evaluation Committee members,GAUNADIP DAS,26-Mar-2025 03:23 PM,finance_68758.pdf,BOQ Comparative Chart,Sri Gaunadeep Das AFS DFO,Internal,Sri Gaunadeep Das AFS DFO Sri Deepak Mahanta Dy Ranger Sri Sankar Ray Dy Ranger Sri Khimi Mudoi Fr I,GAUNADIP DAS,14-May-2025 06:16 PM,finsummary_68758.pdf (428.55 KB),Pr. Chief Conservator of Forest and Head of Forest Force||Research Education and Working Plans||Research and Education Circle||Genetic Cell Division,2025_PCCF_42957_1,NIT04,CONSTRUCTION OF BOUNDARY WALL 400 RUNNING METERS WITH IRON GATE,Technical,Today we have opened the Technical bid document of E Tender in presence of Bid Evaluation Committee members,GAUNADIP DAS,12-Mar-2025 03:34 PM,technical_68758.pdf,Sri Gaunadeep Das AFS DFO,Internal,Sri Gaunadeep Das AFS Sri Sankar Ray Dy Ranger Sri Deepak Mahanta Dy Ranger Sri Khimi Mudoi Fr I,GAUNADIP DAS,18-Mar-2025 11:46 AM,techsummary_68758.pdf (417.80 KB),AOC
,,,,,,,,,,,,,,,,.pdf,Technical bid documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,261099,DIP JYOTI ROY,11-Mar-2025 09:20 AM,Rejected-Finance,He has not done any work in Forest Department in last three years,14-May-2025 06:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,check list,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,260757,HASHEM ABDUL HALIM,10-Mar-2025 03:04 PM,Rejected-Finance,He has not done any work in Forest Department in last three years,14-May-2025 06:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,260676,MANOJ KUMAR ROY,11-Mar-2025 11:18 AM,Not Admitted-Finance,Stage 2 Not Submitted Bid,26-Mar-2025 03:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,260353,MARJUKA YASMIN,10-Mar-2025 05:21 PM,Not Admitted-Finance,Stage 2 Not Submitted Bid,26-Mar-2025 03:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,261056,M/s Macrocosm Builders,10-Mar-2025 08:51 PM,Not Admitted-Finance,Stage 2 Not Submitted Bid,26-Mar-2025 03:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,260764,Munindra Singha,07-Mar-2025 03:11 PM,Rejected-Finance,He has quoted less than ten percent,14-May-2025 06:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,260953,PADMAVATI CONSTRUCTION,11-Mar-2025 10:20 AM,Rejected-Finance,He has not done any work in Forest Department in last three years,14-May-2025 06:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,260830,Sri Krishna Barman,11-Mar-2025 11:28 AM,Accepted-AOC,He has done highest amount of works in Forest Department in last three years among all participated bidders,14-May-2025 06:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,260723,Sri Tiken Ch. Barman,10-Mar-2025 09:07 PM,Rejected-Finance,He has not done any work in Forest Department in last three years,14-May-2025 06:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
