Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Tender Stage,Department
2020_TDA_19637_2,2 of 2020-21,FABRICATION WORK TO BE DONE ON TRAFFIC INTERCEPTOR BASED ON MARUTI SUZUKI ERTIGA,FABRICATION WORK TO BE DONE ON TRAFFIC INTERCEPTOR BASED ON MARUTI SUZUKI ERTIGA,Goods,Open Tender,Supply,Miscellaneous Goods,No,No,NA ,08-Jan-2021 06:00 PM,NA ,180.0,No ,No,Online,19-Jan-2021 04:00 PM,Transport Department||Commissionerate Of Transport,COMMISSIONER OF TRANSPORT ASSAM,781022.0,2.0,,Experio Tech Pvt. Ltd.,"1,582,939",Accepted-AOC,20-Nov-2023,AOC,Transport Department||Commissionerate Of Transport
2022_BoTC_26223_1,DRDA/Udal/01/2022 - 03,Setting up of Agriculture and Broom Grass Cultivation in Gethsemane Man Made Forest in the Foothills of Himalayas,Setting up of Agriculture and Broom Grass Cultivation in Gethsemane Man Made Forest in the Foothills of Himalayas under Aspirational District Programme for the year 2022-23,Goods,Open Tender,Supply,Farm Machinery and Equipments,No,No,NA ,05-Jul-2022 04:00 PM,NA ,180.0,No ,No,Online,22-Jul-2022 03:30 PM,Bodoland Territorial Council||Panchayat and Rural Development-BTC,UDALGURI,781509.0,2.0,"80,29,000",M/s Gadapani Udyog,"7,989,000",Rejected-Finance,09-Nov-2023,AOC,Bodoland Territorial Council||Panchayat and Rural Development-BTC
2022_BoTC_27977_1,BTC/PHED/1 of 2022-23,Construction of balance work of Conference cum Training Hall over Director office building,Construction of balance work of Conference cum Training Hall over Director office building at KWSS Campus under SOPD fund for the year 2022-23,Works,Open Tender,Works,Civil Works - Building,No,No,NA ,30-Nov-2022 04:30 PM,NA ,180.0,No ,No,Online,12-Dec-2022 03:30 PM,Bodoland Territorial Council||Public Health Engineering-BTC,KOKRAJHAR,783370.0,2.0,"71,29,900",DIPAYAN NARZARY,"7,129,652",Rejected-Technical,11-Nov-2023,AOC,Bodoland Territorial Council||Public Health Engineering-BTC
2022_BoTC_28035_1,BTC/IBA-689/2020/Pt-II,Consultancy services for various works in Bodoland Territorial Region funded by Govt. of India and Govt. of Assam,BTC/IBA-689/2020/Pt-II,Services,Open Tender,EOI,Consultancy,No,No,NA ,06-Dec-2022 12:30 PM,14-Dec-2022 03:00 PM ,180.0,No ,No,Online,27-Feb-2023 02:00 PM,Bodoland Territorial Council||Panchayat and Rural Development-BTC,Various Region of Bodoland Territorial Council,783370.0,2.0,"18,37,85,000",vastunidhi,"75,455,690",Accepted-AOC,10-Oct-2023,AOC,Bodoland Territorial Council||Panchayat and Rural Development-BTC
2022_BoTC_28438_1,DPRD/BTC/(SOPD)Udl-27/2022/8,Construction of Traditional items Vendor Hall at Dimakuchi under SOPD 2022-23.,DPRD/BTC/(SOPD)Udl-27/2022/8,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,26-Dec-2022 10:30 AM,NA ,180.0,No ,No,Online,18-Jan-2023 02:30 PM,Bodoland Territorial Council||Panchayat and Rural Development-BTC,Bhergaon Udalguri,784528.0,2.0,"33,33,313",DIPEN BORO,"3,333,313",Rejected-Finance,10-Feb-2023,AOC,Bodoland Territorial Council||Panchayat and Rural Development-BTC
2022_DIPR_26362_1,LE.DlPR.02/2021/Pt./41,"Outdoor advertisement for printing and fixing of flex in rented hoardings of permanent structure for highlighting plans, policies, schemes,various development activities, achievements and messages of the Govt. of Assam","Outdoor advertisement for printing and fixing of flex in rented hoardings of permanent structure for highlighting plans, policies, schemes, various development activities, achievements and messages of the Govt. of Assam",Services,Open Tender,Item Rate,Miscellaneous Services,No,No,NA ,18-Jul-2022 05:00 PM,22-Jul-2022 03:00 PM ,60.0,No ,No,Online,01-Aug-2022 01:00 PM,Information and Public Relations Department||Directorate of Information and Public Relation,Assam,781006.0,2.0,"5,00,00,000",A.R.T. ENTERTAINMENT & SERVICES PRIVATE LIMITED,,Rejected-Finance,,AOC,Information and Public Relations Department||Directorate of Information and Public Relation
2022_IWT_27639_1,FC/222/Pt-XVII/2022-24/0866-82,LEASING OF CHUTIAGAON-DIMBURCHAR FERRY SERVICES,LEASING OUT OF I.W.T. FERRY SERVICES AT UNDER IWT DIVISION GUWAHATI FOR THE PERIOD OF 2022-2024,Services,Open Tender,Item Wise,Miscellaneous Services,No,No,NA ,07-Nov-2022 03:00 PM,NA ,30.0,No ,No,Online,28-Nov-2022 03:00 PM,Inland Water Transport||I.W.T. Division Guwahati,GUWAHATI,781007.0,2.0,"4,96,500",JAMAT ALI,"650,000",Rejected-Technical,07-Nov-2023,AOC,Inland Water Transport||I.W.T. Division Guwahati
2022_NHM_24233_30,NHM 32031 4 2021 Construction NHM 35 2 Feb 2022,Establishing 20 bedded wards closer to the CHCs at various Places of Assam under NHM Assam on Turnkey Basis Group 27 1 no. 20 Bedded Ward at CHCs in Nalbari District,Establishing 20 bedded wards closer to the CHCs at various Places of Assam under NHM Assam on Turnkey Basis Group 27 1 no. 20 Bedded Ward at CHCs in Nalbari District,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,05-Feb-2022 02:40 PM,NA ,180.0,No ,No,Online,11-Feb-2022 04:30 PM,National Health Mission||State Programme Management Unit - NHM,Nalbari District,781335.0,1.0,"32,24,821",SRI UTTAM BAISHYA,"2,837,842",Rejected-Technical,21-Nov-2023,AOC,National Health Mission||State Programme Management Unit - NHM
2022_NHM_28018_17,NHM 32031 4 2021 Construction NHM Part 34 62,Establishment of Proposed 6 bedded ward at various SHCs n PHCs of Assam under ECRP II NHM Assam Group 17 4 nos scheme in Barpeta district,Establishment of Proposed 6 bedded ward at various SHCs n PHCs of Assam under ECRP II NHM Assam Group 17 4 nos scheme in Barpeta district,Works,Open Tender,Turn-key,Civil Works - Bridges,No,No,NA ,05-Dec-2022 09:00 AM,NA ,180.0,No ,No,Online,30-Dec-2022 03:30 PM,National Health Mission||State Programme Management Unit - NHM,Barpeta District,781301.0,2.0,"46,39,828",SURAJIT SAHA,"4,514,000",Rejected-Technical,18-Nov-2023,AOC,National Health Mission||State Programme Management Unit - NHM
2022_NHM_28061_36,NHM-32034/33/2022-CONST,Construction of Buildingless Sub Health Centre in SENSUA SC in SIBSAGAR District under PM ABHIM for the FY 2022-23 Turnkey Basis,Construction of Buildingless Sub Health Centre in SENSUA SC in SIBSAGAR District under PM ABHIM for the FY 2022-23 Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,08-Dec-2022 06:00 PM,NA ,180.0,No ,No,Online,28-Dec-2022 03:30 PM,National Health Mission||State Programme Management Unit - NHM,NAGAON,782002.0,2.0,"52,03,000",M/S MADHURJYA DUTTA,"5,203,000",Rejected-Finance,03-Nov-2023,AOC,National Health Mission||State Programme Management Unit - NHM
