Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Tender Stage,Department
2022_APDEA_28451_1,APDCL/DSELR/HVDS/GZN/01,Construction of HVDS with 11kV Lines and LT ABC Network in Guwahati Electrical Circle I and II,Construction of HVDS with 11kV Lines and LT ABC Network at selected locations for Loss Reduction in Guwahati Electrical Circle I and II on TURNKEY BASIS,Works,Open Tender,Turn-key,Electrical Works,No,No,NA ,26-Dec-2022 03:00 PM,05-Jan-2023 12:00 PM ,180.0,No ,No,Online,10-Feb-2023 12:00 PM,Assam Power Distribution Company Limited- Externally Aided Project||Project Planning and Development- PPnD||Project Implementation Unit -AIIB,GUWAHATI,781001.0,2.0,,Ennaar Poles,"292,500,633.27",Rejected-AOC,26-Jul-2023,AOC,Assam Power Distribution Company Limited- Externally Aided Project||Project Planning and Development- PPnD||Project Implementation Unit -AIIB
2022_APDEA_28452_1,APDCL/DSELR/HVDS/JZN/01,Construction of HVDS with 11kV Lines and LT ABC Network at Jorhat Golaghat and Sibsagar Electrical Circle on TURNKEY BASIS,Construction of HVDS with 11kV Lines and LT ABC Network at selected locations for Loss Reduction in Jorhat Golaghat and Sibsagar Electrical Circle on TURNKEY BASIS,Works,Open Tender,Turn-key,Electrical Works,No,No,NA ,26-Dec-2022 03:00 PM,05-Jan-2023 12:00 PM ,180.0,No ,No,Online,10-Feb-2023 12:00 PM,Assam Power Distribution Company Limited- Externally Aided Project||Project Planning and Development- PPnD||Project Implementation Unit -AIIB,JORHAT,785001.0,2.0,,BRAHMAPUTRA RIVER VALLEY TRADING PVT. LTD.,,Rejected-AOC,,AOC,Assam Power Distribution Company Limited- Externally Aided Project||Project Planning and Development- PPnD||Project Implementation Unit -AIIB
2022_APDEA_28454_1,APDCL/DSELR/HVDS/NZN/01,Construction of HVDS with 11kV Lines and LT ABC Network at Nagaon and Morigaon Electrical Circle on TURNKEY BASIS,Construction of HVDS with 11kV Lines and LT ABC Network at selected locations for Loss Reduction in Nagaon and Morigaon Electrical Circle on TURNKEY BASIS,Works,Open Tender,Turn-key,Electrical Works,No,No,NA ,26-Dec-2022 03:00 PM,05-Jan-2023 12:00 PM ,180.0,No ,No,Online,10-Feb-2023 12:00 PM,Assam Power Distribution Company Limited- Externally Aided Project||Project Planning and Development- PPnD||Project Implementation Unit -AIIB,NAGAON,782001.0,2.0,,BRAHMAPUTRA RIVER VALLEY TRADING PVT. LTD.,,Rejected-AOC,,AOC,Assam Power Distribution Company Limited- Externally Aided Project||Project Planning and Development- PPnD||Project Implementation Unit -AIIB
2022_APDEA_28456_1,APDCL/DSELR/HVDS/RZN/01,Construction of HVDS with 11kV Lines and LT ABC Network at Rangia and Mangoldoi Electrical Circle on TURNKEY BASIS,Construction of HVDS with 11kV Lines and LT ABC Network at selected locations for Loss Reduction in Rangia and Mangoldoi Electrical Circle on TURNKEY BASIS,Works,Open Tender,Turn-key,Electrical Works,No,No,NA ,26-Dec-2022 03:00 PM,05-Jan-2023 12:00 PM ,180.0,No ,No,Online,17-Feb-2023 12:00 PM,Assam Power Distribution Company Limited- Externally Aided Project||Project Planning and Development- PPnD||Project Implementation Unit -AIIB,RANGIA,781354.0,2.0,,SPG Infraprojects Pvt Ltd,"645,778,047.77",Rejected-AOC,04-Aug-2023,AOC,Assam Power Distribution Company Limited- Externally Aided Project||Project Planning and Development- PPnD||Project Implementation Unit -AIIB
2022_AP_26631_1,E/VII/96-11/Pt-II/CID/2024,Selection of Service Integrator for CCTNS and ICJS Assam,Selection of Service Integrator for CCTNS and ICJS Assam,Services,Open Tender,Turn-key,Infotech Services,No,No,NA ,16-Aug-2022 03:30 PM,NA ,180.0,No ,No,Online,07-Sep-2022 03:30 PM,Assam Police||Criminal Investigation Department - Assam,As per bid documents,781006.0,2.0,,CMS Computers Limited,"69,316,236.85",Accepted-AOC,17-Oct-2023,AOC,Assam Police||Criminal Investigation Department - Assam
2022_BoTC_27838_67,CHDI/ET/2022-23/2,"Different works of Extension, Renovation and Modernization of (ERM), Sukla Irrigation Project under PMKSY-AIBP for the year 2021-22 _Group No.61","C.C. lining including earth work at Main Canal D1 from Chainage 22830 m to 23160 m (Surface Area 2207.7 sqm)of ERM,Sukla Irrigation Project under PMKSY-AIBP for the year 2021-22",Works,Open Tender,Works,Civil Works,No,No,NA ,24-Nov-2022 09:00 AM,NA ,180.0,No ,No,Online,12-Dec-2022 02:00 PM,Bodoland Territorial Council||Irrigation-BTC,At Sukla FIS,781364.0,2.0,"51,32,731",Kamrup Enterprise,"4,619,457.9",Rejected-Finance,25-Oct-2023,AOC,Bodoland Territorial Council||Irrigation-BTC
2022_GMDA_24177_1,GMDA/DEV/82/2020/Pt-I/02 Dtd. 1/02/2022,Design and Construction of a pump house and installation of 2 nos. x 1700 LPS capacity M.F. pumps with allied infrastructures near Bonda Sluice Gate on EPC mode,Design and Construction of a pump house and installation of 2 nos. x 1700 LPS capacity M.F. pumps with allied infrastructures near Bonda Sluice Gate on EPC mode,Works,Open Tender,Item Rate,Composite Works,No,No,NA ,02-Feb-2022 11:30 AM,NA ,120.0,No ,No,Offline,15-Feb-2022 03:00 PM,Guwahati Metropolitan Development Authority||Guwahati Development Department - GMDA,Guwahati,781005.0,2.0,"11,20,00,000",Dhantu Pator,,Rejected-Finance,,AOC,Guwahati Metropolitan Development Authority||Guwahati Development Department - GMDA
2022_GMDA_27985_1,GMDA/DEV/156/2022/15,Consultancy services For City beautification work of Guwahati City for the G20 Summit,Consultancy services For City beautification work of Guwahati City for the G20 Summit,Services,Open Tender,Lump-sum,Consultancy,No,No,NA ,01-Dec-2022 05:00 PM,NA ,120.0,No ,No,Online,08-Dec-2022 03:00 PM,Guwahati Metropolitan Development Authority||Guwahati Development Department - GMDA,Guwahati,781005.0,2.0,0.0,AAKAR ABHINAV CONSULTANTS PVT. LTD.,"7,434,000",Not Admitted-Fee/PreQual/Technical,03-Oct-2023,AOC,Guwahati Metropolitan Development Authority||Guwahati Development Department - GMDA
2022_ICD_28349_1,AGCL/F-S/FHS/2021/P-II/56,"Supply,Installations and commissioning of Firehydrant systems","Supply, Installations and commissioning of Fire hydrant systems",Works,Open Tender,Works,Water Equipments/ Meter/ Drilling/ Boring,No,No,NA ,23-Dec-2022 10:00 AM,10-Jan-2023 02:00 PM ,180.0,No ,No,Online,20-Jan-2023 03:30 PM,Industries and Commerce Department||Assam Gas Company Ltd - ICD,DULIAJAN,786602.0,2.0,,Technocrats,"22,849,414.25",Rejected-AOC,14-Oct-2023,AOC,Industries and Commerce Department||Assam Gas Company Ltd - ICD
2022_NHM_27877_16,NHM-32023/3/2022-Const-NHM/223,Construction of Buildingless Sub Health Centre in GENDACHERRA SC in Hailakandi District under PM ABHIM for the FY 2021 22 Turnkey Basis,Construction of Buildingless Sub Health Centre in GENDACHERRA SC in Hailakandi District under PM ABHIM for the FY 2021 22 Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,23-Nov-2022 06:55 PM,NA ,180.0,No ,No,Online,13-Dec-2022 03:30 PM,National Health Mission||State Programme Management Unit - NHM,hailakandi,781151.0,2.0,"52,03,000",AMIR AHMED LASKAR,,Rejected-Technical,,AOC,National Health Mission||State Programme Management Unit - NHM
