Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Tender Stage,Department
2023_SCD_32675_3,Tender/NIT/pt/2023-24/6220,Borkalia Birinabari Riverine Land Protection cum Land Development Project RIDF-XXVIII DURING 2022-23,Borkalia Birinabari Riverine Land Protection cum Land Development Project RIDF-XXVIII DURING 2022-23,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,27-Sep-2023 02:00 PM,NA ,180.0,No ,No,Online,17-Oct-2023 11:00 AM,Soil Conservation Department||Director - SCD,Majuli,785106.0,2.0,"99,12,554",HARI PRASAD PEGU,"9,416,926",Rejected-Finance,22-Dec-2023,AOC,Soil Conservation Department||Director - SCD
2023_PWBNH_32730_7,CE/TB-VII/22/2023/18 Dated Guwahati 29th Sept 2023,Jagannath Community and Skill Centre at i) Sopai TE ii) Narayanpur TE under Dhekiajuli LAC (Pkg. No.50),Jagannath Community and Skill Centre at i) Sopai TE ii) Narayanpur TE under Dhekiajuli LAC (Pkg. No.50),Works,Open Tender,Item Rate,Civil Works - Building,No,No,NA ,30-Sep-2023 06:55 PM,NA ,180.0,No ,No,Online,25-Oct-2023 03:00 PM,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,Dhekiajuli,784110.0,2.0,"2,81,46,286",Sri Rajdeep Bezbaruah,"28,146,185",Rejected-AOC,05-Dec-2023,AOC,Public Works Building and NH Department||Chief Engineer-Building - PWBNH
2023_DHA_31181_1,AGRI/ENG/5053/Tender/22-23/143,"Renovation of existing Office Cum Farmers Hostel at Khetri F.T.S. Under SOPD,2022-23","Renovation of existing Office Cum Farmers Hostel at Khetri F.T.S. Under SOPD,2022-23 .",Works,Open Tender,Item Rate,Civil Works - Building,No,No,NA ,13-Jun-2023 03:30 PM,22-Jun-2023 11:30 AM ,90.0,No ,No,Online,07-Jul-2023 11:30 AM,Directorate of Horticulture Assam,Khetri,782403.0,2.0,"44,60,000",MRINMOY JYOTI THOUSEN,"3,407,440",Rejected-Technical,18-Dec-2023,AOC,Directorate of Horticulture Assam
2023_ID_32974_4,28_SMI_2023_24 date_11_10_23,Construction of 4 Nos of SMI Schemes under PMKSY _HKKP_SMI for the year 2022_23 _Package No 4_ ELIS from Kopili river at Baghjap GP Pt No.2 znd 3 under PMKSY_HKKP_SMI for the year 2022_23,Construction of 4 Nos of SMI Schemes under PMKSY _HKKP_SMI for the year 2022_23 _Package No 4_ ELIS from Kopili river at Baghjap GP Pt No.2 and 3 under PMKSY_HKKP_SMI for the year 2022_23,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,12-Oct-2023 10:00 AM,27-Oct-2023 02:00 PM ,180.0,No ,No,Online,02-Nov-2023 03:00 PM,Irrigation Department||Chief Engineer(Major)-Irrigation Dept,Morigaon,782105.0,2.0,"10,55,53,448",KEA CONSULTANTS PRIVATE LIMITED,"105,419,693.78",Rejected-Finance,12-Dec-2023,AOC,Irrigation Department||Chief Engineer(Major)-Irrigation Dept
2023_PWBNH_32060_26,TECH-II/256/2022/46 Dated Guwahati 9th August 2023,"TGR-36 Construction of Model Secondary Schools in the Tea Garden Areas, Assam at Mohokhuti TGMS, Dist Sivsagar","TGR-36 Construction of Model Secondary Schools in the Tea Garden Areas, Assam at Mohokhuti TGMS, Dist Sivsagar",Works,Open Tender,Item Rate,Civil Works - Building,No,No,NA ,14-Aug-2023 09:00 AM,22-Aug-2023 11:00 AM ,180.0,No ,No,Online,02-Sep-2023 03:30 PM,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,Sivsagar,785640.0,2.0,"2,88,24,127",Achinta Bhattacharjya,"28,823,000",Accepted-AOC,19-Dec-2023,AOC,Public Works Building and NH Department||Chief Engineer-Building - PWBNH
2023_BoTC_30994_9,CHDI/ ET/2022-23/16,Construction of Headworks and other apertenant structures at No.1 Monaigaon F.I.S under PMKSY-HKKP for the year 2021-22,Construction of Headworks and other apertenant structures at No.1 Monaigaon F.I.S under PMKSY-HKKP for the year 2021-22,Works,Open Tender,Works,Civil Works,No,No,NA ,29-May-2023 12:00 PM,NA ,180.0,No ,No,Online,19-Jun-2023 02:00 PM,Bodoland Territorial Council||Irrigation-BTC,Under Udalguri Mazbat Division,784509.0,2.0,"3,60,72,834",DHARMESWAR GAYARI,"32,465,550.6",Rejected-Finance,14-Dec-2023,AOC,Bodoland Territorial Council||Irrigation-BTC
2023_DoWR_30987_2,UDALGURI/2022-23/SOPDG-II/IV,Anti Erosion measures to protect Butiamari river on B/B at Mazbat town area in Udalguri District RETENDER,Anti Erosion measures to protect Butiamari river on B/B at Mazbat town area in Udalguri District.,Works,Open Tender,Works,Civil Works,No,No,NA ,22-Jun-2023 06:30 PM,NA ,180.0,No ,No,Online,30-Jun-2023 03:00 PM,Department of Water Resources||Chief Engineer - DoWR,UDALGURI,784509.0,2.0,"1,94,72,905",SRI SANESWAR WARY,"17,525,615",Rejected-AOC,13-Dec-2023,AOC,Department of Water Resources||Chief Engineer - DoWR
2023_NHM_31156_16,NHM-32023/11/2022-Cons-NHM/152,Construction of Buildingless Sub Health Centre at ISABHEEL SC in Karimganj District under PM ABHIM for the FY 2021 22 under NHM Assam on Turn Key Basis.,Construction of Buildingless Sub Health Centre at ISABHEEL SC in Karimganj District under PM ABHIM for the FY 2021 22 under NHM Assam on Turn Key Basis.,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,12-Jun-2023 11:00 AM,NA ,180.0,No ,No,Online,27-Jun-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,Karimganj,788710.0,2.0,"52,03,000",BIHUL UPADHYAY,,Rejected-Finance,,AOC,National Health Mission||State Programme Management Unit - NHM
2023_PWBNH_31274_20,TECH.II/256/2022/,"TGR-16__Construction of Model Secondary Schools in the Tea Garden Areas, Assam at Hattikhira T.E.Dist Karimganj","TGR-16__Construction of Model Secondary Schools in the Tea Garden Areas, Assam at Hattikhira T.E.Dist Karimganj",Works,Open Tender,Item Rate,Civil Works - Building,No,No,NA ,19-Jun-2023 05:00 PM,NA ,180.0,No ,No,Online,12-Jul-2023 03:30 PM,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,Karimganj,788710.0,2.0,"2,88,24,000",Sri Hari Prasad Dihingia,"24,794,830",Rejected-AOC,05-Dec-2023,AOC,Public Works Building and NH Department||Chief Engineer-Building - PWBNH
2023_BTC_33453_1,No. ACE-106/PWD/IFB/2021-22/274,"Const. of Baby Feeding Room Cum Child Care Room and Ladies Toilet at Kolaigaon Rev. Circle, Udalguri.TN_25_3","Const. of Baby Feeding Room Cum Child Care Room and Ladies Toilet at Kolaigaon Rev. Circle, Udalguri.TN_25_3",Works,Open Tender,Item Rate,Civil Works - Building,No,No,NA ,02-Nov-2023 02:00 PM,18-Nov-2023 01:00 PM ,180.0,No ,No,Online,22-Nov-2023 02:00 PM,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Udalguri,784529.0,2.0,"14,28,791",Nipan Boro,"1,428,755",Rejected-AOC,19-Dec-2023,AOC,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC
