Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Tender Stage
Animal Husbandry and Veterinary Department||Directorate of A.H. and Veterinary,DVD/MVU-III/MEDICINE ETC/2024-25/5,2025_AHVD_42739_1,Yes,Open Tender,Item Wise,Goods,2.0,No,Yes,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical documents,15-Feb-2025 01:30 PM,01-Apr-2025 11:00 AM,15-Feb-2025 01:30 PM,29-Mar-2025 05:00 PM,NA ,NA ,27-Feb-2025 10:00 AM,29-Mar-2025 05:00 PM,24-Jun-2025 03:40 PM,"13,35,600",Yes,fixed,,Nil,Nil,1.0,Date Corrigendum,Date,,1.0,SBI Bank,"13,360",Nil,Nil,No,Director,"O/o The AHVD, Assam, Chenikuthi, Guwahati","Procurement of medicines, aid-materials, surgical and other items under mobile veterinary unit","Procurement of medicines, aid-materials, surgical and other items under mobile veterinary unit",Please refer Tender documents. ,NA ,"6,67,80,000",Medicines,NA ,Rate Contract,180.0,NA ,Guwahati,781003.0,Online/Offline ,"O/o The AHVD, Assam ",24-Feb-2025 01:00 PM ,"O/o The AHVD, Assam",No ,No,AOC,07-Aug-2025,"INR 66,780,000",365.0,NARESWAR THAKURIA,07-Aug-2025 11:06 AM,AOC.pdf (2663.00 KB),1.0,264313.0,INDO MARKETING SERVICES,INR,"2,525,492",1,262720,ASSAM MANUFACTURER REPACKING & DISTRIBUTORS,29-Mar-2025 01:51 PM,Accepted-AOC,Awarded,07-Aug-2025 11:07 AM,Finance,Financial bid has been opened,PURNANANDA KONWAR,24-Jun-2025 03:53 PM,,BOQ Comparative Chart,"Director, Veterinary",Internal,,NARESWAR THAKURIA,07-Aug-2025 10:58 AM,finsummary_68520.pdf (5492.55 KB),Animal Husbandry and Veterinary Department||Directorate of A.H. and Veterinary,2025_AHVD_42739_1,DVD/MVU-III/MEDICINE ETC/2024-25/5,"Procurement of medicines, aid-materials, surgical and other items under mobile veterinary unit",Technical,Technical bid has been opened,PURNANANDA KONWAR,24-Jun-2025 11:23 AM,,Director,Internal,,NARESWAR THAKURIA,24-Jun-2025 03:34 PM,24-Jun-2025 03:40 PM,techsummary_68520.pdf (3553.04 KB),1.0,Tender Revocation,Tender Revocation,24-Jun-2025 11:17 AM,corrigendumrevoc.pdf ,123.93,Technical Opening,AOC
,,,,,,,,,,,,,,,,.pdf,Bid document downloaded from the portal,,,,,,,,,,,,,,,,2.0,Technical Bid Corrigendum,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,264286.0,INDOMA MARINE PVT. LTD.,INR,"5,155,973",2,264643,DUTCH FORMULATIONS,29-Mar-2025 04:24 PM,Rejected-Technical,Disqualified. Refer to technical minutes,24-Jun-2025 03:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3.0,264246.0,INDO CONS AGE SERVICES,INR,"4,670,864",3,261794,GRD Pharmaceuticals,28-Mar-2025 10:26 PM,Rejected-Finance,"As per minutes dated 27 June, 2025",07-Aug-2025 10:58 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4.0,264052.0,NARAYANI TRADING COMPANY,INR,"6,828,556",4,263887,GRD Pharmaceuticals Unit II,28-Mar-2025 10:53 PM,Rejected-Finance,"As per minutes dated 27 June, 2025",07-Aug-2025 10:58 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5.0,263713.0,M/s Harbans Pharma and Surgicals,INR,"5,321,929",5,264246,INDO CONS AGE SERVICES,29-Mar-2025 03:04 PM,Accepted-AOC,Awarded,07-Aug-2025 11:07 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6.0,263136.0,P.D. Associates,INR,"1,731,092",6,264286,INDOMA MARINE PVT. LTD.,29-Mar-2025 04:02 PM,Accepted-AOC,Awarded,07-Aug-2025 11:07 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7.0,262720.0,ASSAM MANUFACTURER REPACKING & DISTRIBUTORS,INR,"1,273,397",7,264313,INDO MARKETING SERVICES,29-Mar-2025 03:37 PM,Accepted-AOC,Awarded,07-Aug-2025 11:07 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8.0,262193.0,KAY & KAY TRADING CO.,INR,"10,728,938",8,262193,KAY & KAY TRADING CO.,26-Mar-2025 01:25 PM,Accepted-AOC,Awarded,07-Aug-2025 11:07 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9.0,262051.0,M/s Town Drugs,INR,"4,672,997",9,263137,Kishan Chand & Sons,29-Mar-2025 04:26 PM,Rejected-Technical,Disqualified. Refer to technical minutes,24-Jun-2025 03:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10.0,261240.0,M/s Guwahati Pharma Vet Agency,INR,"3,357,937",10,261240,M/s Guwahati Pharma Vet Agency,19-Mar-2025 06:52 PM,Accepted-AOC,Awarded,07-Aug-2025 11:07 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,11.0,261195.0,M/S. SISIR PHARMACEUTICALS,INR,"14,267,659",11,263713,M/s Harbans Pharma and Surgicals,29-Mar-2025 02:43 PM,Accepted-AOC,Awarded,07-Aug-2025 11:07 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,12.0,260026.0,MS Mayur Pharmaceuticals,INR,"3,016,968",12,260026,MS Mayur Pharmaceuticals,28-Mar-2025 12:03 PM,Accepted-AOC,Awarded,07-Aug-2025 11:07 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,13,261195,M/S. SISIR PHARMACEUTICALS,29-Mar-2025 02:28 PM,Accepted-AOC,Awarded,07-Aug-2025 11:07 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,14,262051,M/s Town Drugs,19-Mar-2025 07:40 PM,Accepted-AOC,Awarded,07-Aug-2025 11:07 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,15,264052,NARAYANI TRADING COMPANY,29-Mar-2025 02:39 PM,Accepted-AOC,Awarded,07-Aug-2025 11:07 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,16,263136,P.D. Associates,29-Mar-2025 12:15 PM,Accepted-AOC,Awarded,07-Aug-2025 11:07 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
