Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Health and Family Welfare Department||Directorate of Medical Education-HFWD||Jorhat Medical College and Hospital-HFWD,SMEJ/JMCH/2419/20/PtII/24/2706 Date.27/06/24,2024_HFWD_37788_2,Yes,Open Tender,Supply,Goods,2.0,No,No,Online,No,No,No,1.0,PreQual/Technical,.pdf,Pre- Qualifications,09-Jul-2024 06:20 PM,29-Jul-2024 01:00 PM,09-Jul-2024 06:20 PM,29-Jul-2024 12:00 PM,NA ,NA ,09-Jul-2024 06:30 PM,29-Jul-2024 12:00 PM,06-Sep-2024 11:00 AM,"80,000",No,fixed,,Nil,Nil,1.0,DATE EXTENSION NOTICE,Date,,1.0,SBI Bank,800.0,Nil,Nil,No,PRINCIPAL CUM CHIEF SUPERINTENDENT,"OFFICE OF THE PRINCIPAL CUM CHIEF SUPERINTENDENT, ADMIN BLOCK, JMCH","SUPPLY OF DRUGS, CONSUMABLES ETC. FOR SCNU, PICU, NRC, KMC, DEPTT. OF PAEDIATRICS AT JORHAT MEDICAL COLLEGE AND HOSPITAL, JORHAT","SUPPLY OF DRUGS, CONSUMABLES ETC. FOR SCNU, PICU, NRC, KMC, DEPTT. OF PAEDIATRICS AT JORHAT MEDICAL COLLEGE AND HOSPITAL, JORHAT",Please refer tender document  ,NA ,"40,00,000",Medicines,NA ,Rate Contract,365.0,3.0,"JORHAT MEDICAL COLLEGE AND HOSPITAL, JORHAT-ASSAM",785001.0,NA ,NA ,NA ,"COLLEGE COUNCIL HALL, ADMIN BLOCK, JMC",No ,No,Health and Family Welfare Department||Directorate of Medical Education-HFWD||Jorhat Medical College and Hospital-HFWD,SMEJ/JMCH/2419/20/PtII/24/2706 Date.27/06/24,2024_HFWD_37788_2,Yes,Open Tender,Supply,Goods,2.0,No,No,Online,No,No,No,1.0,PreQual/Technical,.pdf,Pre- Qualifications,09-Jul-2024 06:20 PM,29-Jul-2024 01:00 PM,09-Jul-2024 06:20 PM,29-Jul-2024 12:00 PM,NA ,NA ,09-Jul-2024 06:30 PM,29-Jul-2024 12:00 PM,06-Sep-2024 11:00 AM,"80,000",No,fixed,,Nil,Nil,1.0,DATE EXTENSION NOTICE,Date,,1.0,SBI Bank,800.0,Nil,Nil,No,PRINCIPAL CUM CHIEF SUPERINTENDENT,"OFFICE OF THE PRINCIPAL CUM CHIEF SUPERINTENDENT, ADMIN BLOCK, JMCH","SUPPLY OF DRUGS, CONSUMABLES ETC. FOR SCNU, PICU, NRC, KMC, DEPTT. OF PAEDIATRICS AT JORHAT MEDICAL COLLEGE AND HOSPITAL, JORHAT","SUPPLY OF DRUGS, CONSUMABLES ETC. FOR SCNU, PICU, NRC, KMC, DEPTT. OF PAEDIATRICS AT JORHAT MEDICAL COLLEGE AND HOSPITAL, JORHAT",Please refer tender document  ,NA ,"40,00,000",Medicines,NA ,Rate Contract,365.0,3.0,"JORHAT MEDICAL COLLEGE AND HOSPITAL, JORHAT-ASSAM",785001.0,NA ,NA ,NA ,"COLLEGE COUNCIL HALL, ADMIN BLOCK, JMC",No ,No,27-Sep-2024,"INR 4,000,000",3.0,Chao Rochek Buragohain,12-Nov-2024 03:42 PM,AOCSCNU24.pdf (14590.00 KB),"SUPPLY OF DRUGS, CONSUMABLES ETC. FOR SCNU, PICU, NRC, KMC, DEPTT. OF PAEDIATRICS AT JORHAT MEDICAL COLLEGE AND HOSPITAL, JORHAT",1.0,235645.0,ITAS G. PHARMA,INR,0.0,1.0,235438.0,Ashri Medico Surgicals Pvt. Ltd.,27-Jul-2024 12:01 PM,Accepted-AOC,item wise L1,12-Nov-2024 03:42 PM,Finance,FINANCIAL EVALUATION MINUTES AND APPROVED LIST,Chao Rochek Buragohain,24-Sep-2024 05:19 PM,finance_61655.pdf,BOQ Comparative Chart,Dr.Manab Jyoti Gohain,Internal,MINUTES AND APPROVED LIST SCNU 2024-25,Chao Rochek Buragohain,24-Sep-2024 05:46 PM,finsummary_61655.pdf (9855.36 KB),1.0,234932.0,Meyer organics Pvt Ltd,0.0,L1,Technical,TECHNICAL BID WAS OPENED AND PROCEEDED FOR FURTHER EVALUATION,Chao Rochek Buragohain,16-Aug-2024 11:45 AM,None,Dr.Manab Jyoti Gohain,Internal,,Chao Rochek Buragohain,05-Sep-2024 02:38 PM,06-Sep-2024 11:00 AM,techsummary_61655.pdf (456.07 KB),,,
,,,,,,,,,,,,,,,,.pdf,Technical Qualifications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Qualifications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,235619.0,Premier Sales,INR,0.0,2.0,235529.0,BIO-CARE ASSOCIATES,29-Jul-2024 06:37 AM,Accepted-AOC,item wise L1,12-Nov-2024 03:42 PM,,,,,,,,,,,,,2.0,235233.0,IMPERIAL SURGICALS,0.0,L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,235588.0,vinayak drugs and surgicals,INR,0.0,3.0,235532.0,BONES&MUSCLES,26-Jul-2024 01:10 PM,Accepted-AOC,item wise L1,12-Nov-2024 03:42 PM,,,,,,,,,,,,,3.0,235248.0,G S AGENCIES,0.0,L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,235532.0,BONES&MUSCLES,INR,0.0,4.0,235248.0,G S AGENCIES,29-Jul-2024 03:54 AM,Accepted-AOC,item wise L1,12-Nov-2024 03:42 PM,,,,,,,,,,,,,4.0,235269.0,Vikas Medical Devices,0.0,L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,235529.0,BIO-CARE ASSOCIATES,INR,0.0,5.0,235233.0,IMPERIAL SURGICALS,28-Jul-2024 01:59 PM,Accepted-AOC,item wise L1,12-Nov-2024 03:42 PM,,,,,,,,,,,,,5.0,235403.0,MONISONS DRUG AGENCY,0.0,L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,235453.0,insightgraphic,INR,0.0,6.0,235409.0,InnAccel Technologies Private Limited,27-Jul-2024 07:04 PM,Accepted-AOC,item wise L1,12-Nov-2024 03:42 PM,,,,,,,,,,,,,6.0,235409.0,InnAccel Technologies Private Limited,0.0,L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,235438.0,Ashri Medico Surgicals Pvt. Ltd.,INR,0.0,7.0,235453.0,insightgraphic,24-Jul-2024 08:08 PM,Accepted-AOC,item wise L1,12-Nov-2024 03:42 PM,,,,,,,,,,,,,7.0,235438.0,Ashri Medico Surgicals Pvt. Ltd.,0.0,L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,235409.0,InnAccel Technologies Private Limited,INR,0.0,8.0,235645.0,ITAS G. PHARMA,29-Jul-2024 11:58 AM,Accepted-AOC,item wise L1,12-Nov-2024 03:42 PM,,,,,,,,,,,,,8.0,235453.0,insightgraphic,0.0,L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,235403.0,MONISONS DRUG AGENCY,INR,0.0,9.0,234932.0,Meyer organics Pvt Ltd,22-Jul-2024 03:34 PM,Accepted-AOC,item wise L1,12-Nov-2024 03:42 PM,,,,,,,,,,,,,9.0,235529.0,BIO-CARE ASSOCIATES,0.0,L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,235269.0,Vikas Medical Devices,INR,0.0,10.0,235403.0,MONISONS DRUG AGENCY,27-Jul-2024 07:40 PM,Accepted-AOC,item wise L1,12-Nov-2024 03:42 PM,,,,,,,,,,,,,10.0,235532.0,BONES&MUSCLES,0.0,L1,,,,,,,,,,,,,,,
