Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Industries and Commerce Department||DNP Limited,DNPL/PC/2024/55KM/P-LAY/45/04,2024_ICD_39014_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Commercial Volume I of II,14-Sep-2024 03:15 PM,07-Oct-2024 11:00 AM,14-Sep-2024 03:15 PM,05-Oct-2024 10:00 AM,14-Sep-2024 03:15 PM ,24-Sep-2024 02:00 PM ,01-Oct-2024 09:00 AM,05-Oct-2024 10:00 AM,25-Oct-2024 09:00 AM,0.0,No,fixed,,Nil,Nil,1.0,Corrigendum4,Technical Bid,,1.0,SBI Bank,"10,000",Nil,Nil,Yes,"Director and CEO, DNP Ltd","DNP Ltd., 1 No. Borpathar, Madhuban, P.O. Duliajan, Dist. Dibrugarh, Assam-786602",PIPELINE LAYING,PIPELINE LAYING of DNP Limited,Please refer Tender documents. ,NA ,,Pipe Laying Works,NA ,Tender,180.0,90.0,Duliajan,786602.0,Duliajan and Online ,"DNP Ltd., 1 No. Borpathar, Madhuban, P.O. Duliajan, Dist. Dibrugarh, Assam-786602 ",26-Sep-2024 11:00 AM ,"DNP Ltd, Duliajan",No ,No,Industries and Commerce Department||DNP Limited,DNPL/PC/2024/55KM/P-LAY/45/04,2024_ICD_39014_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Commercial Volume I of II,14-Sep-2024 03:15 PM,07-Oct-2024 11:00 AM,14-Sep-2024 03:15 PM,05-Oct-2024 10:00 AM,14-Sep-2024 03:15 PM ,24-Sep-2024 02:00 PM ,01-Oct-2024 09:00 AM,05-Oct-2024 10:00 AM,25-Oct-2024 09:00 AM,0.0,No,fixed,,Nil,Nil,1.0,Corrigendum4,Technical Bid,,1.0,SBI Bank,"10,000",Nil,Nil,Yes,"Director and CEO, DNP Ltd","DNP Ltd., 1 No. Borpathar, Madhuban, P.O. Duliajan, Dist. Dibrugarh, Assam-786602",PIPELINE LAYING,PIPELINE LAYING of DNP Limited,Please refer Tender documents. ,NA ,,Pipe Laying Works,NA ,Tender,180.0,90.0,Duliajan,786602.0,Duliajan and Online ,"DNP Ltd., 1 No. Borpathar, Madhuban, P.O. Duliajan, Dist. Dibrugarh, Assam-786602 ",26-Sep-2024 11:00 AM ,"DNP Ltd, Duliajan",No ,No,06-Nov-2024,"INR 545,363,410",90.0,Birendra Nath Moran,06-Nov-2024 12:18 PM,AOC3.pdf (1500.00 KB),Award of contract among 3 bidders.,1.0,242094.0,TOLANI PROJECTS PRIVATE LIMTIED,INR,"189,154,160",1.0,242267.0,AMP INFRA PRIVATE LIMITED,04-Oct-2024 08:32 PM,Rejected-Technical,Disqualified,24-Oct-2024 09:57 PM,Finance,Price bids summary.,Birendra Nath Moran,06-Nov-2024 11:51 AM,finance_63205.pdf,BOQ Comparative Chart,Kalpajit Das,Internal,"K. Das, G. Neog, BDB Gohain, R. Rajkonwar, M. Alam, D. Sarma, U. Kashyap, P. Bhattacharyya.",Birendra Nath Moran,06-Nov-2024 12:09 PM,finsummary_63205.pdf (2878.96 KB),1.0,241556.0,Mech Technik India Pvt Ltd,"25,16,53,800.00",L6,Technical,Comprehensive Techno-Commercial CS,Bristi Bakul Barua,24-Oct-2024 09:48 PM,technical_63205.pdf,Kalpajit Das,Internal,"K Das, G Neog, M K Singha, BDB Gohain, BB Barua, M Alam, R Rajkonwar, D Sarma, P Bhattacharyya, U Kashyap",Bristi Bakul Barua,24-Oct-2024 09:57 PM,25-Oct-2024 09:00 AM,techsummary_63205.pdf (455.55 KB),,,
,,,,,,,,,,,,,,,,.pdf,Technical Volume II of II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Volume II of II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,242092.0,TIRATNA ENTERPRISE,INR,"104,555,450",2.0,241857.0,ENERINFRA - BLUEGRASS JV,04-Oct-2024 08:29 PM,Rejected-Finance,Diaqualified,06-Nov-2024 12:09 PM,,,,,,,,,,,,,2.0,241584.0,Mideast Pipeline Products,"22,45,47,005.00",L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,241556.0,Mech Technik India Pvt Ltd,INR,"251,653,800",3.0,241477.0,Enprocon Enterprise Limited,04-Oct-2024 05:26 PM,Rejected-Technical,Disqualified,24-Oct-2024 09:57 PM,,,,,,,,,,,,,3.0,241602.0,M/s Pawan Communications Private Limited,"13,31,40,360.00",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,242244.0,Mastek Engineering Private Limited,05-Oct-2024 09:23 AM,Rejected-Finance,Disqualified,06-Nov-2024 12:09 PM,,,,,,,,,,,,,4.0,241857.0,ENERINFRA - BLUEGRASS JV,"20,96,32,501.48",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,241556.0,Mech Technik India Pvt Ltd,04-Oct-2024 06:14 PM,Accepted-AOC,Qualified Sec-B,06-Nov-2024 12:18 PM,,,,,,,,,,,,,5.0,242092.0,TIRATNA ENTERPRISE,"10,45,55,450.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,241584.0,Mideast Pipeline Products,04-Oct-2024 11:42 PM,Rejected-Finance,Disqualified,06-Nov-2024 12:09 PM,,,,,,,,,,,,,6.0,242094.0,TOLANI PROJECTS PRIVATE LIMTIED,"18,91,54,160.00",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,242273.0,M/s. Mansi Ganga Builders & Engineers Pvt. Ltd.,05-Oct-2024 09:46 AM,Rejected-Technical,Disqualified,24-Oct-2024 09:57 PM,,,,,,,,,,,,,7.0,242244.0,Mastek Engineering Private Limited,"25,24,75,986.00",L7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,241602.0,M/s Pawan Communications Private Limited,04-Oct-2024 01:01 PM,Rejected-Finance,Disqualified,06-Nov-2024 12:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,242092.0,TIRATNA ENTERPRISE,05-Oct-2024 12:19 AM,Accepted-AOC,Qualified Sec-C,06-Nov-2024 12:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,242094.0,TOLANI PROJECTS PRIVATE LIMTIED,04-Oct-2024 05:21 PM,Accepted-AOC,Qualified Sec-A,06-Nov-2024 12:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
