Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Soil Conservation Department||Director - SCD,Tender/NIT/Pt/2023-24/870,2024_SCD_37893_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Bid Document downloaded from the portal,08-Jul-2024 11:00 AM,30-Jul-2024 12:00 PM,08-Jul-2024 01:00 PM,29-Jul-2024 12:30 PM,NA ,NA ,15-Jul-2024 10:00 AM,29-Jul-2024 12:30 PM,05-Sep-2024 01:00 PM,"1,69,220",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"1,700",Nil,Nil,No,Director of Soil Conservation,"Bhumi Sangrakshan Bhavan, RG Baruah Road, Ghy - 05",Diversified Farming Project at Suktaguri Under RIDF-XXIX,Diversified Farming Project at Suktaguri Under RIDF-XXIX,Please Refer Technical Documents ,NA ,"84,61,000",Civil Works,NA ,Tender,180.0,120.0,Darrang,784145.0,NA ,NA ,NA ,"O/o The DSC, Assam",No ,No,Soil Conservation Department||Director - SCD,Tender/NIT/Pt/2023-24/870,2024_SCD_37893_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Bid Document downloaded from the portal,08-Jul-2024 11:00 AM,30-Jul-2024 12:00 PM,08-Jul-2024 01:00 PM,29-Jul-2024 12:30 PM,NA ,NA ,15-Jul-2024 10:00 AM,29-Jul-2024 12:30 PM,05-Sep-2024 01:00 PM,"1,69,220",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"1,700",Nil,Nil,No,Director of Soil Conservation,"Bhumi Sangrakshan Bhavan, RG Baruah Road, Ghy - 05",Diversified Farming Project at Suktaguri Under RIDF-XXIX,Diversified Farming Project at Suktaguri Under RIDF-XXIX,Please Refer Technical Documents ,NA ,"84,61,000",Civil Works,NA ,Tender,180.0,120.0,Darrang,784145.0,NA ,NA ,NA ,"O/o The DSC, Assam",No ,No,19-Oct-2024,"INR 8,037,950",120.0,Chandan Ranjan Das,26-Nov-2024 04:48 PM,Suktaguri_AOC.pdf (185.00 KB),1.0,235615.0,NIPUL KALITA,INR,"8,037,950",1.0,235595.0,Anurag Baishya,27-Jul-2024 01:13 PM,Rejected-Finance,Rejected.Refer to Financial Minutes,07-Oct-2024 01:46 PM,Finance,Financial Bid has been opened.,Chandan Ranjan Das,05-Sep-2024 01:11 PM,None,BOQ Comparative Chart,Director of Soil Conservation Department,Internal,,Chandan Ranjan Das,07-Oct-2024 01:46 PM,finsummary_61578.pdf (1646.23 KB),1.0,235162.0,M/S GOBINDA UPADHYAYA,"80,37,950.00",L1,Technical,Technical Bid has been opened,Chandan Ranjan Das,30-Jul-2024 01:04 PM,None,Director of Soil Conservation Department,Internal,,Jyoti Medhi,05-Sep-2024 12:47 PM,05-Sep-2024 01:00 PM,techsummary_61578.pdf (1531.99 KB),,,
,,,,,,,,,,,,,,,,.pdf,Technical Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,235752.0,CHIRANJIT CHOUDHURY,29-Jul-2024 12:10 PM,Rejected-Finance,Rejected.Refer to Financial Minutes,07-Oct-2024 01:46 PM,,,,,,,,,,,,,2.0,235463.0,Deraj Saikia,"80,37,950.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,235463.0,Deraj Saikia,25-Jul-2024 03:16 PM,Rejected-Finance,Rejected.Refer to Financial Minutes,07-Oct-2024 01:46 PM,,,,,,,,,,,,,3.0,235469.0,SRI MANOJ KUMAR SARMA,"80,37,950.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,235690.0,MIRZA MD RAIHAN,29-Jul-2024 02:10 AM,Rejected-Technical,Not Admitted. Refer Technical minutes,05-Sep-2024 12:47 PM,,,,,,,,,,,,,4.0,235595.0,Anurag Baishya,"80,37,950.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,235162.0,M/S GOBINDA UPADHYAYA,26-Jul-2024 12:26 PM,Rejected-Finance,Rejected.Refer to Financial Minutes,07-Oct-2024 01:46 PM,,,,,,,,,,,,,5.0,235615.0,NIPUL KALITA,"80,37,950.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,235615.0,NIPUL KALITA,27-Jul-2024 11:59 AM,Accepted-AOC,Awarded.,26-Nov-2024 04:48 PM,,,,,,,,,,,,,6.0,235752.0,CHIRANJIT CHOUDHURY,"80,37,950.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,235646.0,Pitambar Bora,29-Jul-2024 11:21 AM,Rejected-Technical,Not Admitted. Refer Technical minutes,05-Sep-2024 12:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,235649.0,SRI MANOJ KUMAR DAS,29-Jul-2024 11:30 AM,Rejected-Technical,Not Admitted. Refer Technical minutes,05-Sep-2024 12:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,235469.0,SRI MANOJ KUMAR SARMA,25-Jul-2024 08:39 AM,Rejected-Finance,Rejected.Refer to Financial Minutes,07-Oct-2024 01:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024_SCD_37893_4,Tender/NIT/Pt/2023-24/870,Diversified Farming Project at Suktaguri Under RIDF-XXIX
