Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Department of Tourism||Assam Tourism Development Corporation Ltd. - DOT||HO-Guwahati-ATDCL - DOT,ATDC/CS/654/2024/578 dtd. 12.06.2024,2024_DOT_37689_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Detail Notice Inviting Bid,21-Jun-2024 02:00 PM,03-Jul-2024 01:00 PM,21-Jun-2024 02:05 PM,02-Jul-2024 02:00 PM,NA ,NA ,21-Jun-2024 02:05 PM,02-Jul-2024 02:00 PM,07-Oct-2024 03:30 PM,"99,031",Yes,fixed,,Nil,Nil,1.0,SBI Bank,"2,000",Nil,Nil,No,"Managing Director, ATDC Ltd.","Office of the Managing Director, Assam Tourism Development Corporation Ltd., Paltanbazar, Guwahati-8","Renovation of Tourist Lodge, Tezpur","Renovation of Tourist Lodge, Tezpur",Please refer Tender documents. ,NA ,"49,51,560",Civil Works - Others,NA ,Tender,180.0,365.0,"Tezpur, Assam",784001.0,Guwahati ,"Office of the Managing Director, Assam Tourism Development Corporation Ltd., Paltanbazar, Guwahati-8 ",24-Jun-2024 12:00 PM ,Guwahati,No ,No,Department of Tourism||Assam Tourism Development Corporation Ltd. - DOT||HO-Guwahati-ATDCL - DOT,ATDC/CS/654/2024/578 dtd. 12.06.2024,2024_DOT_37689_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Detail Notice Inviting Bid,21-Jun-2024 02:00 PM,03-Jul-2024 01:00 PM,21-Jun-2024 02:05 PM,02-Jul-2024 02:00 PM,NA ,NA ,21-Jun-2024 02:05 PM,02-Jul-2024 02:00 PM,07-Oct-2024 03:30 PM,"99,031",Yes,fixed,,Nil,Nil,1.0,SBI Bank,"2,000",Nil,Nil,No,"Managing Director, ATDC Ltd.","Office of the Managing Director, Assam Tourism Development Corporation Ltd., Paltanbazar, Guwahati-8","Renovation of Tourist Lodge, Tezpur","Renovation of Tourist Lodge, Tezpur",Please refer Tender documents. ,NA ,"49,51,560",Civil Works - Others,NA ,Tender,180.0,365.0,"Tezpur, Assam",784001.0,Guwahati ,"Office of the Managing Director, Assam Tourism Development Corporation Ltd., Paltanbazar, Guwahati-8 ",24-Jun-2024 12:00 PM ,Guwahati,No ,No,16-Nov-2024,"INR 4,456,404",365.0,SANJIB KUMAR DUTTA,16-Nov-2024 04:18 PM,FWOTezpur.pdf (212.00 KB),Issue of Notice to Proceed with the work,1.0,233660.0,CHANDRA MOHAN BORAH,INR,"4,456,404",1.0,233660.0,CHANDRA MOHAN BORAH,01-Jul-2024 04:33 PM,Accepted-AOC,After adding both technical and financial marks bidder secured first position,16-Nov-2024 04:19 PM,Finance,Comparative Statement,SANJIB KUMAR DUTTA,16-Nov-2024 03:26 PM,finance_61312.pdf,BOQ Comparative Chart,Bhaskar Jyoti Baruah,Internal,Kishor Dutta Kushal Sarma,SANJIB KUMAR DUTTA,16-Nov-2024 03:34 PM,finsummary_61312.pdf (175.45 KB),1.0,233660.0,CHANDRA MOHAN BORAH,"44,56,404.00",I,Technical,Report of Technical Evaluation Committee,Kishore Dutta,07-Oct-2024 03:18 PM,technical_61312.pdf,Prabhash Ch. Sarma,Internal,"RL Das, Tina Mitra",Kishore Dutta,07-Oct-2024 03:21 PM,07-Oct-2024 03:30 PM,techsummary_61312.pdf (181.94 KB),,,
,,,,,,,,,,,,,,,,.pdf,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,233813.0,HEMEN DEKA,02-Jul-2024 08:41 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,07-Oct-2024 03:18 PM,,,,,,,,,,,,,2.0,233720.0,RANJIT MALLA BARUAH,"44,56,404.00",I,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,Qualification of the Bidder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Qualification of the Bidder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,233985.0,Jan Ranjan Handique,02-Jul-2024 09:53 AM,Rejected-AOC,After adding both technical and financial marks bidder secured fifth position,16-Nov-2024 04:19 PM,,,,,,,,,,,,,3.0,233725.0,YSM Construction & Co.,"44,56,404.00",I,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,234016.0,JINTU MAHANTA,02-Jul-2024 12:21 PM,Rejected-AOC,After adding both technical and financial marks bidder secured seventh position,16-Nov-2024 04:19 PM,,,,,,,,,,,,,4.0,233770.0,PARTHA PRATIM GAYAN,"44,56,404.00",I,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,Form of Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form of Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,233744.0,MS GRAVELL,01-Jul-2024 10:41 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,07-Oct-2024 03:18 PM,,,,,,,,,,,,,5.0,233922.0,M/s Orient Enterprise,"44,56,404.00",I,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,233922.0,M/s Orient Enterprise,02-Jul-2024 12:42 PM,Rejected-AOC,After adding both technical and financial marks bidder secured fourth position,16-Nov-2024 04:19 PM,,,,,,,,,,,,,6.0,233985.0,Jan Ranjan Handique,"44,56,404.00",I,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,233770.0,PARTHA PRATIM GAYAN,02-Jul-2024 11:23 AM,Rejected-AOC,After adding both technical and financial marks bidder secured second position,16-Nov-2024 04:19 PM,,,,,,,,,,,,,7.0,234016.0,JINTU MAHANTA,"44,56,404.00",I,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,233760.0,P.G.ENTERPRISES,01-Jul-2024 01:21 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,07-Oct-2024 03:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,233720.0,RANJIT MALLA BARUAH,01-Jul-2024 09:41 PM,Rejected-AOC,After adding both technical and financial marks bidder secured third position,16-Nov-2024 04:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,233725.0,YSM Construction & Co.,02-Jul-2024 12:04 PM,Rejected-AOC,After adding both technical and financial marks bidder secured sixth position,16-Nov-2024 04:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
