object_id,SOPD_tenders_awarded_value
104.0,27602100.0
111.0,6376621.06458335.0
112.0,10190700.05658059.09583200.06086271.05999945.05878954.012545000.012993773.013367642.019395317.013389106.012010081.019813106.010513413.015176404.012600000.0
122.0,53457600.03
128.0,12414971.0
132.0,2907192.5
136.0,19764000.0
145.0,6112265.06296819.366616749.9
175.0,13692951.09470700.0
178.0,38323782.7535394929.82
184.0,28107000.0
188.0,33561488.0
226.0,4313388.06749100.07075800.06589800.09341100.07831850.05664600.053803780.0
251.0,6144826.02
256.0,6977833.08062597.04963243.327709534.0
257.0,6299922.08596815.16398117.08271222.0
279.0,16252000.0
281.0,8197200.0
