Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Indigenous and Tribal Faith and Culture Department||Directorate of Museums,E-510848,2024_ITFCD_39102_2,Yes,Open Tender,Supply,Services,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Business registration certificate along with proof of office in the state of project (for bidders ou,09-Oct-2024 05:00 PM,24-Oct-2024 02:30 PM,10-Oct-2024 02:00 PM,24-Oct-2024 02:00 PM,14-Oct-2024 09:00 AM ,21-Oct-2024 03:00 PM ,21-Oct-2024 02:00 PM,24-Oct-2024 02:00 PM,24-Oct-2024 04:55 PM,"20,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,0.0,Nil,Nil,No,"Director of Museums, Assam","Directorate of Museums, Assam Ambari, Guwahati -1","Implementation of Comprehensive Fire Detection System at Assam State Museum, Ambari, Guwahati 1","The Assam State Museum, Ambari stands as a custodian of cultural heritage, housing priceless artefacts and historical treasures. Therefore, it is of utmost importance to have a robust disaster management plan to mitigate risks and ensure the safety o",Please refer Tender documents. ,NA ,"23,64,135",Fire & Safety,Supply and Installation ,Tender,120.0,60.0,"Directorate of Museums, Assam",781001.0,"Directorate of Museums, Assam ","Directorate of Museums, Assam Ambari, Guwahati -1 ",21-Oct-2024 02:00 PM ,"Directorate of Museums, Assam",No ,No,Indigenous and Tribal Faith and Culture Department||Directorate of Museums,E-510848,2024_ITFCD_39102_2,Yes,Open Tender,Supply,Services,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Business registration certificate along with proof of office in the state of project (for bidders ou,09-Oct-2024 05:00 PM,24-Oct-2024 02:30 PM,10-Oct-2024 02:00 PM,24-Oct-2024 02:00 PM,14-Oct-2024 09:00 AM ,21-Oct-2024 03:00 PM ,21-Oct-2024 02:00 PM,24-Oct-2024 02:00 PM,24-Oct-2024 04:55 PM,"20,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,0.0,Nil,Nil,No,"Director of Museums, Assam","Directorate of Museums, Assam Ambari, Guwahati -1","Implementation of Comprehensive Fire Detection System at Assam State Museum, Ambari, Guwahati 1","The Assam State Museum, Ambari stands as a custodian of cultural heritage, housing priceless artefacts and historical treasures. Therefore, it is of utmost importance to have a robust disaster management plan to mitigate risks and ensure the safety o",Please refer Tender documents. ,NA ,"23,64,135",Fire & Safety,Supply and Installation ,Tender,120.0,60.0,"Directorate of Museums, Assam",781001.0,"Directorate of Museums, Assam ","Directorate of Museums, Assam Ambari, Guwahati -1 ",21-Oct-2024 02:00 PM ,"Directorate of Museums, Assam",No ,No,22-Nov-2024,"INR 2,197,830",60.0,Gautam Ojah,04-Dec-2024 10:30 AM,wo.pdf (143.00 KB),1.0,245884.0,FIRE EQUIPMENTS SUPPLY AGENCY,INR,"2,197,830",1.0,245884.0,FIRE EQUIPMENTS SUPPLY AGENCY,24-Oct-2024 10:56 AM,Accepted-AOC,L1,04-Dec-2024 10:30 AM,Finance,Admitted,Gautam Ojah,24-Oct-2024 05:01 PM,None,BOQ Comparative Chart,Director of Museums Assam,Internal,,Arindom Barua,24-Oct-2024 05:11 PM,finsummary_64620.pdf (478.25 KB),1.0,245594.0,Shimmer Enterprise,"22,47,614.00",L2,Technical,Accepted,Arindom Barua,24-Oct-2024 04:47 PM,None,Director of Museums Assam,Internal,,Arindom Barua,24-Oct-2024 04:51 PM,24-Oct-2024 04:55 PM,techsummary_64620.pdf (478.25 KB),,,
,,,,,,,,,,,,,,,,.pdf,Authorization letter from OEM (for non-OEM Bidders),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Authorization letter from OEM (for non-OEM Bidders),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,245638.0,G B TRADERS,23-Oct-2024 12:31 PM,Rejected-AOC,L4,04-Dec-2024 10:30 AM,,,,,,,,,,,,,2.0,245598.0,TechnoGuru,"23,51,659.00",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,"GST certificate, PAN, income-tax clearance certificate, CAs certificate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"GST certificate, PAN, income-tax clearance certificate, CAs certificate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,245803.0,M/S Simanta Choudhury,24-Oct-2024 01:03 AM,Rejected-AOC,L5,04-Dec-2024 10:30 AM,,,,,,,,,,,,,3.0,245638.0,G B TRADERS,"23,54,950.00",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,Experience certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Experience certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,245594.0,Shimmer Enterprise,22-Oct-2024 01:18 PM,Rejected-AOC,L2,04-Dec-2024 10:30 AM,,,,,,,,,,,,,4.0,245803.0,M/S Simanta Choudhury,"25,89,451.00",L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,"Undertaking of non-blacklisting and litigation or arbitration, POA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Undertaking of non-blacklisting and litigation or arbitration, POA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,245598.0,TechnoGuru,23-Oct-2024 02:00 PM,Rejected-AOC,L3,04-Dec-2024 10:30 AM,,,,,,,,,,,,,5.0,245884.0,FIRE EQUIPMENTS SUPPLY AGENCY,"21,97,830.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,"POA, Signed copy of tender document",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"POA, Signed copy of tender document",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,Form of Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form of Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.pdf,Form of Bid (Form 6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,Form of Bid (Form 6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024_ITFCD_39102_2,E-510848,"Implementation of Comprehensive Fire Detection System at Assam State Museum, Ambari, Guwahati 1"
