Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Public Works Roads Department,"CE/DEV/TB/45/2024-25/06 Dtd. Guwahati, 16th August, 2024",2024_PWD_38695_14,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,03-Sep-2024 12:00 PM,20-Sep-2024 02:30 PM,03-Sep-2024 12:00 PM,20-Sep-2024 02:00 PM,03-Sep-2024 12:00 PM ,12-Sep-2024 12:00 PM ,13-Sep-2024 02:30 PM,20-Sep-2024 02:00 PM,25-Oct-2024 03:25 PM,"5,19,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,"5,190",Nil,Nil,No,"CE, PWD(Roads), Assam, Chandmari, Ghy-3","O/O The CE, PWD(Roads), Assam, Chandmari, Ghy-3",MMUPPNA_RIDF_XXX_24_25_27 Upgradation of Road from Batabari to NH 52 (Batabari to Baruajhar No. 3) from Ch. 0.00m to 2470.00m Under Mukhya Mantrir Unnoto Pakipath Nirman Aachani (MMUPPNA) under RIDF-XXX of NABARD for the year 2024-25,MMUPPNA_RIDF_XXX_24_25_27 Upgradation of Road from Batabari to NH 52 (Batabari to Baruajhar No. 3) from Ch. 0.00m to 2470.00m Under Mukhya Mantrir Unnoto Pakipath Nirman Aachani (MMUPPNA) under RIDF-XXX of NABARD for the year 2024-25,Please refer Tender documents. ,NA ,"2,59,45,000",Civil Works – Roads,NA ,Tender,180.0,365.0,Darrang,784125.0,NA ,NA ,NA ,"O/O The CE, PWD(Roads), Assam, Chandmari, Ghy-3",No ,No,Public Works Roads Department,"CE/DEV/TB/45/2024-25/06 Dtd. Guwahati, 16th August, 2024",2024_PWD_38695_14,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,03-Sep-2024 12:00 PM,20-Sep-2024 02:30 PM,03-Sep-2024 12:00 PM,20-Sep-2024 02:00 PM,03-Sep-2024 12:00 PM ,12-Sep-2024 12:00 PM ,13-Sep-2024 02:30 PM,20-Sep-2024 02:00 PM,25-Oct-2024 03:25 PM,"5,19,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,"5,190",Nil,Nil,No,"CE, PWD(Roads), Assam, Chandmari, Ghy-3","O/O The CE, PWD(Roads), Assam, Chandmari, Ghy-3",MMUPPNA_RIDF_XXX_24_25_27 Upgradation of Road from Batabari to NH 52 (Batabari to Baruajhar No. 3) from Ch. 0.00m to 2470.00m Under Mukhya Mantrir Unnoto Pakipath Nirman Aachani (MMUPPNA) under RIDF-XXX of NABARD for the year 2024-25,MMUPPNA_RIDF_XXX_24_25_27 Upgradation of Road from Batabari to NH 52 (Batabari to Baruajhar No. 3) from Ch. 0.00m to 2470.00m Under Mukhya Mantrir Unnoto Pakipath Nirman Aachani (MMUPPNA) under RIDF-XXX of NABARD for the year 2024-25,Please refer Tender documents. ,NA ,"2,59,45,000",Civil Works – Roads,NA ,Tender,180.0,365.0,Darrang,784125.0,NA ,NA ,NA ,"O/O The CE, PWD(Roads), Assam, Chandmari, Ghy-3",No ,No,21-Dec-2024,"INR 23,350,500",270.0,Utpal Chakravarty,21-Dec-2024 02:26 PM,MMUPPNA-RIDF-XXX-27-A.pdf (522.00 KB),1.0,240000.0,M/S SM ASSOCIATES,INR,"23,350,500",1.0,240356.0,Ganesh Daimary,19-Sep-2024 11:30 PM,Rejected-Finance,Rejected,21-Dec-2024 02:21 PM,Finance,Admitted,Utpal Chakravarty,21-Dec-2024 02:14 PM,None,BOQ Comparative Chart,"CE (Roads), PWD, Assam",Internal,,Utpal Chakravarty,21-Dec-2024 02:21 PM,finsummary_62709.pdf (596.90 KB),1.0,239319.0,M/s Sujashree Enterprise,"2,33,50,500.00",L1,Technical,Admitted,Utpal Chakravarty,25-Oct-2024 03:16 PM,technical_62709.pdf,"CE (Roads), PWD, Assam",Internal,,Utpal Chakravarty,25-Oct-2024 03:19 PM,25-Oct-2024 03:25 PM,techsummary_62709.pdf (306.13 KB),,,
,,,,,,,,,,,,,,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,239967.0,KULEN HAZARIKA,20-Sep-2024 01:33 AM,Rejected-Finance,Rejected,21-Dec-2024 02:21 PM,,,,,,,,,,,,,2.0,239837.0,M/S A.B. Enterprise,"2,33,50,500.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,240416.0,Md Alaluddin,20-Sep-2024 01:33 PM,Rejected-Finance,Rejected,21-Dec-2024 02:21 PM,,,,,,,,,,,,,3.0,239967.0,KULEN HAZARIKA,"2,33,50,500.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,239837.0,M/S A.B. Enterprise,18-Sep-2024 03:29 PM,Rejected-Finance,Rejected,21-Dec-2024 02:21 PM,,,,,,,,,,,,,4.0,240000.0,M/S SM ASSOCIATES,"2,33,50,500.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,240000.0,M/S SM ASSOCIATES,19-Sep-2024 03:09 PM,Accepted-AOC,Awarded,21-Dec-2024 02:26 PM,,,,,,,,,,,,,5.0,240224.0,SYED PAZIRUDDIN AHMED,"2,33,50,500.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,239319.0,M/s Sujashree Enterprise,19-Sep-2024 11:22 AM,Rejected-Finance,Rejected,21-Dec-2024 02:21 PM,,,,,,,,,,,,,6.0,240354.0,SANDEEP KALA,"2,33,50,500.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,240375.0,RAJ KUMAR JAIN,20-Sep-2024 11:00 AM,Rejected-Finance,Rejected,21-Dec-2024 02:21 PM,,,,,,,,,,,,,7.0,240356.0,Ganesh Daimary,"2,33,50,500.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,240354.0,SANDEEP KALA,20-Sep-2024 12:05 PM,Rejected-Finance,Rejected,21-Dec-2024 02:21 PM,,,,,,,,,,,,,8.0,240375.0,RAJ KUMAR JAIN,"2,33,50,500.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,240224.0,SYED PAZIRUDDIN AHMED,19-Sep-2024 09:07 PM,Rejected-Finance,Rejected,21-Dec-2024 02:21 PM,,,,,,,,,,,,,9.0,240416.0,Md Alaluddin,"2,33,50,500.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024_PWD_38695_14,"CE/DEV/TB/45/2024-25/06 Dtd. Guwahati, 16th August, 2024",MMUPPNA_RIDF_XXX_24_25_27 Upgradation of Road from Batabari to NH 52 (Batabari to Baruajhar No. 3) from Ch. 0.00m to 2470.00m Under Mukhya Mantrir Unnoto Pakipath Nirman Aachani (MMUPPNA) under RIDF-XXX of NABARD for the year 2024-25
