Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date.1,Bid Opening Date.1,Bid Submission Opening Date,Bid Submission Closing Date,Pre Bid Meeting Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date.1,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date.1,Bid Opening Date.1,Bid Submission Opening Date,Bid Submission Closing Date,Pre Bid Meeting Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date.1,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Urban Development Department||Directorate of Municipality Administration - UDD||Tinsukia Municipal Board,TMB/TECH/15TH FC (2ND INSTALL)/TIED FUND/2020-21/1702,2024_UDD_40113_2,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,Yes,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL BID,29-Oct-2024 10:00 AM,21-Nov-2024 02:00 PM,29-Oct-2024 12:00 PM,20-Nov-2024 12:30 PM,NA ,NA ,29-Oct-2024 02:00 PM,20-Nov-2024 12:30 PM,26-Nov-2024 02:00 PM,"1,54,126",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,22-Nov-2024 06:30 PM,26-Nov-2024 02:00 PM,22-Nov-2024 06:55 PM,26-Nov-2024 01:00 PM,,"2,000",Nil,Nil,No,Executive Officer,Tinsukia Municipal Board,"Construction of ICBP approach road at Tinsukia Municipal Board new dump site, located at Hugrijan, Tinsukia",Construction of ICBP road,Please refer Tender documents. ,NA ,"77,06,300",Civil Works – Roads,NA ,Tender,120.0,NA ,Tinsukia,786125.0,Tinsukia Municipal Board ,Tinsukia Municipal Board ,08-Nov-2024 02:00 PM ,Tinsukia Municipal Board,No ,No,Urban Development Department||Directorate of Municipality Administration - UDD||Tinsukia Municipal Board,TMB/TECH/15TH FC (2ND INSTALL)/TIED FUND/2020-21/1702,2024_UDD_40113_2,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,Yes,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL BID,29-Oct-2024 10:00 AM,21-Nov-2024 02:00 PM,29-Oct-2024 12:00 PM,20-Nov-2024 12:30 PM,NA ,NA ,29-Oct-2024 02:00 PM,20-Nov-2024 12:30 PM,26-Nov-2024 02:00 PM,"1,54,126",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,22-Nov-2024 06:30 PM,26-Nov-2024 02:00 PM,22-Nov-2024 06:55 PM,26-Nov-2024 01:00 PM,,"2,000",Nil,Nil,No,Executive Officer,Tinsukia Municipal Board,"Construction of ICBP approach road at Tinsukia Municipal Board new dump site, located at Hugrijan, Tinsukia",Construction of ICBP road,Please refer Tender documents. ,NA ,"77,06,300",Civil Works – Roads,NA ,Tender,120.0,NA ,Tinsukia,786125.0,Tinsukia Municipal Board ,Tinsukia Municipal Board ,08-Nov-2024 02:00 PM ,Tinsukia Municipal Board,No ,No,03-Dec-2024,"INR 6,935,670",90.0,Naba Jyoti Das,04-Dec-2024 12:43 PM,Workorder.pdf (343.00 KB),1.0,248930.0,SATYAM CONSORTIUM,INR,"6,935,670",1.0,248892.0,Babar Ali Khan,20-Nov-2024 10:07 AM,Rejected-Finance,Unlucky in the draw,03-Dec-2024 03:06 PM,Finance,Financial minutes,Naba Jyoti Das,03-Dec-2024 02:37 PM,None,BOQ Comparative Chart,DHARMISTHA DUTTA,Internal,,Naba Jyoti Das,03-Dec-2024 03:06 PM,finsummary_65165.pdf (521.89 KB),1.0,248144.0,KAJAL HORE,6935670.0,L1,Technical,All the bidders has been addmitted,Naba Jyoti Das,22-Nov-2024 05:21 PM,technical_65165.pdf,DHARMISTHA DUTTA,Internal,,Naba Jyoti Das,22-Nov-2024 05:29 PM,techsummary_65165.pdf (339.70 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,248934.0,BHABESH BORGOHAIN,20-Nov-2024 11:08 AM,Rejected-Finance,Unlucky in the draw,03-Dec-2024 03:06 PM,,,,,,,,,,,,,2.0,248321.0,Sri Hemanta Moran,6935670.0,L1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,248144.0,KAJAL HORE,25-Nov-2024 06:00 PM,Rejected-Finance,Unlucky in the draw,03-Dec-2024 03:06 PM,,,,,,,,,,,,,3.0,248609.0,SUJIT SEN,6935670.0,L1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,248873.0,Kirti Kamal Baruah,19-Nov-2024 06:14 PM,Rejected-Finance,Unlucky in the draw,03-Dec-2024 03:06 PM,,,,,,,,,,,,,4.0,248761.0,RAJANISAIKIA,6935670.0,L1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,248928.0,KISHORE KUMAR DAS,19-Nov-2024 04:40 PM,Rejected-Finance,Unlucky in the draw,03-Dec-2024 03:06 PM,,,,,,,,,,,,,5.0,248873.0,Kirti Kamal Baruah,6935670.0,L1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,248889.0,M/S BORGOHAIN ENTERPRISE,19-Nov-2024 05:35 PM,Rejected-Finance,Unlucky in the draw,03-Dec-2024 03:06 PM,,,,,,,,,,,,,6.0,248889.0,M/S BORGOHAIN ENTERPRISE,6935670.0,L1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,248761.0,RAJANISAIKIA,19-Nov-2024 08:43 PM,Rejected-Finance,Unlucky in the draw,03-Dec-2024 03:06 PM,,,,,,,,,,,,,7.0,248892.0,Babar Ali Khan,6935670.0,L1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,248930.0,SATYAM CONSORTIUM,19-Nov-2024 04:59 PM,Accepted-AOC,Selected through lucky draw,04-Dec-2024 12:44 PM,,,,,,,,,,,,,8.0,248928.0,KISHORE KUMAR DAS,6935670.0,L1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,248321.0,Sri Hemanta Moran,18-Nov-2024 01:34 PM,Rejected-Finance,Unlucky in the draw,03-Dec-2024 03:06 PM,,,,,,,,,,,,,9.0,248930.0,SATYAM CONSORTIUM,6935670.0,L1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,248946.0,SRI KESHAB SAIKIA,19-Nov-2024 04:48 PM,Rejected-Finance,Unlucky in the draw,03-Dec-2024 03:06 PM,,,,,,,,,,,,,10.0,248934.0,BHABESH BORGOHAIN,6935670.0,L1,,,,,,,,,,,,,,
