Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date.1,Bid Opening Date.1,Bid Submission Opening Date,Bid Submission Closing Date,Pre Bid Meeting Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date.1,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date.1,Bid Opening Date.1,Bid Submission Opening Date,Bid Submission Closing Date,Pre Bid Meeting Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date.1,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Health and Family Welfare Department||Directorate of Medical Education-HFWD||Tinsukia Medical College and Hospital-HFWD,SMET/TMCH/2024/42/1688,2024_HFWD_40005_1,Yes,Open Tender,Item Wise,Goods,2.0,No,No,Online,No,No,Yes,1.0,Fee/PreQual/Technical,.pdf,snit,22-Oct-2024 06:30 PM,12-Nov-2024 09:30 AM,22-Oct-2024 06:35 PM,12-Nov-2024 09:00 AM,NA ,NA ,22-Oct-2024 06:35 PM,12-Nov-2024 09:00 AM,18-Nov-2024 09:30 AM,"2,00,000",No,fixed,,Nil,Nil,1.0,SBI Bank,15-Nov-2024 12:00 PM,18-Nov-2024 09:30 AM,15-Nov-2024 12:00 PM,18-Nov-2024 09:00 AM,,"2,000",Nil,Nil,No,PRINCIPAL CUM CHIEF SUPERINTENDENT,"Tinsukia medical college ,Makum, Tinsukia","SUPPLY OF REAGENTS,CHEMICALS,CONSUMABLES ETC. AT TINSUKIA MCH",supply of reagent,Please refer Tender documents. ,NA ,,Lab Chemistry Reagents,NA ,Rate Contract,330.0,7.0,Tinsukia Medical college,786170.0,NA ,NA ,NA ,Tinsukia Medical college,No ,No,Health and Family Welfare Department||Directorate of Medical Education-HFWD||Tinsukia Medical College and Hospital-HFWD,SMET/TMCH/2024/42/1688,2024_HFWD_40005_1,Yes,Open Tender,Item Wise,Goods,2.0,No,No,Online,No,No,Yes,1.0,Fee/PreQual/Technical,.pdf,snit,22-Oct-2024 06:30 PM,12-Nov-2024 09:30 AM,22-Oct-2024 06:35 PM,12-Nov-2024 09:00 AM,NA ,NA ,22-Oct-2024 06:35 PM,12-Nov-2024 09:00 AM,18-Nov-2024 09:30 AM,"2,00,000",No,fixed,,Nil,Nil,1.0,SBI Bank,15-Nov-2024 12:00 PM,18-Nov-2024 09:30 AM,15-Nov-2024 12:00 PM,18-Nov-2024 09:00 AM,,"2,000",Nil,Nil,No,PRINCIPAL CUM CHIEF SUPERINTENDENT,"Tinsukia medical college ,Makum, Tinsukia","SUPPLY OF REAGENTS,CHEMICALS,CONSUMABLES ETC. AT TINSUKIA MCH",supply of reagent,Please refer Tender documents. ,NA ,,Lab Chemistry Reagents,NA ,Rate Contract,330.0,7.0,Tinsukia Medical college,786170.0,NA ,NA ,NA ,Tinsukia Medical college,No ,No,10-Dec-2024,"INR 1,000,000",7.0,Polash Sonowal,09-Dec-2024 12:32 PM,AOCREAGENT.pdf (3564.00 KB),"Selected for supply of Reagent, Chemicals,Consumables etc.",1.0,248426.0,G.D. ASSOCIATES,INR,"6,750.77",1.0,248401.0,AAROGYA PHARMACEUTICALS,11-Nov-2024 07:29 PM,Accepted-AOC,"selected for supply of reagent,chemical,consumables etc. at Tinsukia MCH",09-Dec-2024 12:32 PM,Finance,"Among the 12 Technically qualified bidders, 8 Bidders have participated in financial bid and L1 bidders selected itemwise.",Jayanta Kumar Das,20-Nov-2024 11:01 AM,finance_65043.pdf,BOQ Comparative Chart,Dr. Purnima Barua,Internal,"Dr. Jayanta Kumar Das, Dr. Mituban Gogoi, Dr. Priyam Goswami, Dr. Polash Sonowal",Mituban Gogoi,21-Nov-2024 02:17 PM,finsummary_65043.pdf (286.60 KB),1.0,246362.0,Jyoti Pharmaceuticals,711902.0,L1,Technical,TECHNICAL BID OPENED,Jayanta Kumar Das,12-Nov-2024 10:32 AM,None,Dr. Purnima Barua,Internal,"Dr. Jayanta Kumar Das, Dr.Priyom Goswami,Dr. Mituban Gogoi,Dr. Polash Sonowal",Mituban Gogoi,15-Nov-2024 11:22 AM,techsummary_65043.pdf (386.76 KB),,,
,,,,,,,,,,,,,,,,.pdf,tender document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,tender document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,248401.0,AAROGYA PHARMACEUTICALS,INR,"14,157.64",2.0,248245.0,BIO-CARE ASSOCIATES,11-Nov-2024 07:02 PM,Accepted-AOC,"selected for supply of reagent,chemical,consumables etc. at Tinsukia MCH",09-Dec-2024 12:32 PM,,,,,,,,,,,,,2.0,247863.0,S.B Suppliers,101445.17,L1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,248245.0,BIO-CARE ASSOCIATES,INR,"23,815.46",3.0,247491.0,Biogene Scientific,02-Nov-2024 12:01 PM,Not Admitted-Finance,Stage 2 Not Submitted Bid,20-Nov-2024 11:01 AM,,,,,,,,,,,,,3.0,247946.0,Jaldhara and Company,468180.94,L1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,248219.0,North East Enterprise,INR,"38,766.4",4.0,248426.0,G.D. ASSOCIATES,11-Nov-2024 07:31 PM,Accepted-AOC,"selected for supply of reagent,chemical,consumables etc. at Tinsukia MCH",09-Dec-2024 12:32 PM,,,,,,,,,,,,,4.0,248214.0,SRL Associates,19331.03,L1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,248214.0,SRL Associates,INR,"19,136.03",5.0,247946.0,Jaldhara and Company,06-Nov-2024 06:59 PM,Accepted-AOC,"selected for supply of reagent,chemical,consumables etc. at Tinsukia MCH",09-Dec-2024 12:32 PM,,,,,,,,,,,,,5.0,248219.0,North East Enterprise,21055.6,L1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,247946.0,Jaldhara and Company,INR,"396,989.73",6.0,246362.0,Jyoti Pharmaceuticals,09-Nov-2024 10:22 AM,Accepted-AOC,"selected for supply of reagent,chemical,consumables etc. at Tinsukia MCH",09-Dec-2024 12:32 PM,,,,,,,,,,,,,6.0,248245.0,BIO-CARE ASSOCIATES,38766.4,L1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,247863.0,S.B Suppliers,INR,"79,398.62",7.0,248082.0,KAMAKHYA DRUGS AND SURGICALS,11-Nov-2024 07:17 PM,Rejected-Technical,performance certificate not found satisfactory,15-Nov-2024 11:22 AM,,,,,,,,,,,,,7.0,248401.0,AAROGYA PHARMACEUTICALS,14157.64,L1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,246362.0,Jyoti Pharmaceuticals,INR,"1,806,035.6",8.0,248161.0,M.B.P TRADERS,09-Nov-2024 03:36 AM,Not Admitted-Finance,Stage 2 Not Submitted Bid,20-Nov-2024 11:01 AM,,,,,,,,,,,,,8.0,248426.0,G.D. ASSOCIATES,6378.52,L1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,247909.0,M B Traders,09-Nov-2024 04:54 PM,Rejected-Technical,Performance certificate not submitted,15-Nov-2024 11:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,248219.0,North East Enterprise,11-Nov-2024 07:01 PM,Accepted-AOC,"selected for supply of reagent,chemical,consumables etc. at Tinsukia MCH",09-Dec-2024 12:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
