Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Assam Electricity Grid Corporation Ltd||CGM (T and T),AEGCL/STTC/Tech-12/2024-25/13,2024_AEGCL_38342_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TECHNO-COMMERCIAL BID,06-Aug-2024 12:00 PM,28-Aug-2024 03:00 PM,06-Aug-2024 12:00 PM,27-Aug-2024 03:00 PM,NA ,NA ,06-Aug-2024 12:00 PM,27-Aug-2024 03:00 PM,09-Oct-2024 04:05 PM,"60,000",No,fixed,,Nil,Nil,1.0,BID DOCUMENT,Technical Bid,,1.0,SBI Bank,"1,000",Nil,Nil,No,DEPUTY GENERAL MANAGER,"O/O THE DEPUTY GENERAL MANAGER, SILCHAR TandT CIRCLE, MEHERPUR, SILCHAR 788015","Renovation of existing damaged staff Quarter (2-unit) at 132/33 KV AEGCL Grid sub-station, Panchgram","Renovation of existing damaged staff Quarter (2-unit) at 132/33 KV AEGCL Grid sub-station, Panchgram",Please refer Tender documents. ,NA ,"28,89,429",Civil Works,NA ,Tender,180.0,270.0,132 kV AEGCL GSS PANCHGRAM,788802.0,NA ,NA ,NA ,"O/o The DGM, STTC, AEGCL",No ,No,Assam Electricity Grid Corporation Ltd||CGM (T and T),AEGCL/STTC/Tech-12/2024-25/13,2024_AEGCL_38342_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TECHNO-COMMERCIAL BID,06-Aug-2024 12:00 PM,28-Aug-2024 03:00 PM,06-Aug-2024 12:00 PM,27-Aug-2024 03:00 PM,NA ,NA ,06-Aug-2024 12:00 PM,27-Aug-2024 03:00 PM,09-Oct-2024 04:05 PM,"60,000",No,fixed,,Nil,Nil,1.0,BID DOCUMENT,Technical Bid,,1.0,SBI Bank,"1,000",Nil,Nil,No,DEPUTY GENERAL MANAGER,"O/O THE DEPUTY GENERAL MANAGER, SILCHAR TandT CIRCLE, MEHERPUR, SILCHAR 788015","Renovation of existing damaged staff Quarter (2-unit) at 132/33 KV AEGCL Grid sub-station, Panchgram","Renovation of existing damaged staff Quarter (2-unit) at 132/33 KV AEGCL Grid sub-station, Panchgram",Please refer Tender documents. ,NA ,"28,89,429",Civil Works,NA ,Tender,180.0,270.0,132 kV AEGCL GSS PANCHGRAM,788802.0,NA ,NA ,NA ,"O/o The DGM, STTC, AEGCL",No ,No,09-Dec-2024,"INR 2,730,087",270.0,Jahirul Alam Laskar,09-Dec-2024 12:58 PM,AOC.pdf (1202.00 KB),1.0,237828.0,ABDUL WAHAB KHAN,INR,"2,730,087",1.0,237828.0,ABDUL WAHAB KHAN,27-Aug-2024 02:39 PM,Accepted-AOC,L1 BIDDER,09-Dec-2024 12:59 PM,Finance,"Out of total 9 price bids evaluated, 1 (one) bid was rejected and remaining 8 (eight) were evaluated for lowest quoted price bid",Jahirul Alam Laskar,09-Dec-2024 12:20 PM,None,BOQ Comparative Chart,GENERAL MANAGER,Internal,"GM, CENTRAL ASSAM TANDT ZONE, AEGCL DGM, STTC, AEGCL AGM, STTD, AEGCL AGM, PSSD, AEGCL AGM (CIVIL), STTC AEGCL DM (T), STTD, AEGCL AM (FANDA), STTC, AEGCL",Jahirul Alam Laskar,09-Dec-2024 12:38 PM,finsummary_62148.pdf (2040.84 KB),1.0,237599.0,RAJARSHEE DEY,"32,91,870.00",8.0,Technical,The bids were opened at 1100 hours on the 11.09.2024 by tender evaluation committee and the process of bid evaluation commenced.,Jahirul Alam Laskar,18-Sep-2024 12:12 PM,None,Sri. Asif Iqbal Jahan Mazumdar,Internal,,Jahirul Alam Laskar,09-Oct-2024 03:59 PM,09-Oct-2024 04:05 PM,techsummary_62148.pdf (868.60 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,237850.0,AMZAD HUSSAIN LASKAR,27-Aug-2024 02:23 PM,Rejected-AOC,L3 BIDDER,09-Dec-2024 12:59 PM,,,,,,,,,,,,,2.0,237732.0,IRSHAD RASUL BARLASKAR,"30,06,029.00",4.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,237732.0,IRSHAD RASUL BARLASKAR,27-Aug-2024 02:06 PM,Rejected-AOC,L4 BIDDER,09-Dec-2024 12:59 PM,,,,,,,,,,,,,3.0,237738.0,SAMIM AKHTER CHOUDHURY,"32,39,051.00",7.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,237697.0,Jaynal Ahmed Barbhuiya,27-Aug-2024 12:45 AM,Not Admitted-Finance,Others-Price Bid rejected. Name in the bid document and price bid mismatched,09-Dec-2024 12:20 PM,,,,,,,,,,,,,4.0,237794.0,kabuj mahmud laskar,"31,16,428.00",6.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,237794.0,kabuj mahmud laskar,26-Aug-2024 05:07 PM,Rejected-AOC,L6 BIDDER,09-Dec-2024 12:59 PM,,,,,,,,,,,,,5.0,237828.0,ABDUL WAHAB KHAN,"27,30,087.00",1.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,237843.0,KHAN FABRICATORS AND ALUMINIUM,27-Aug-2024 02:18 PM,Rejected-AOC,L2 BIDDER,09-Dec-2024 12:59 PM,,,,,,,,,,,,,6.0,237843.0,KHAN FABRICATORS AND ALUMINIUM,"28,36,577.00",2.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,237644.0,LION HEART CONSTRUCTION PROJECT,27-Aug-2024 12:42 AM,Rejected-Technical,"EPF, ESIC not submitted.",09-Oct-2024 03:59 PM,,,,,,,,,,,,,7.0,237850.0,AMZAD HUSSAIN LASKAR,"29,83,529.00",3.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,237952.0,MOHBUB ALOM CHOUDHURY,27-Aug-2024 02:42 PM,Rejected-AOC,L5 BIDDER,09-Dec-2024 12:59 PM,,,,,,,,,,,,,8.0,237952.0,MOHBUB ALOM CHOUDHURY,"30,68,791.00",5.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,237599.0,RAJARSHEE DEY,27-Aug-2024 08:39 AM,Rejected-AOC,L8 BIDDER,09-Dec-2024 12:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,237738.0,SAMIM AKHTER CHOUDHURY,26-Aug-2024 03:13 PM,Rejected-AOC,L7 BIDDER,09-Dec-2024 12:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
