object_id,Repair and Restoration_tenders_awarded_value
104.0,27602100.0
111.0,6376621.06458335.0
112.0,10190700.05658059.09583200.06086271.05999945.05878954.012545000.012993773.013367642.019395317.013389106.012010081.019813106.010513413.015176404.012600000.0
122.0,53457600.03
128.0,12414971.0
132.0,2907192.5
139.0,9339319.66
145.0,9536685.45
150.0,13891623.2316767160.7715893820.6
163.0,11616068.99
166.0,13259692.8111341435.14
175.0,13692951.09470700.0
184.0,28107000.0
188.0,33561488.0
198.0,16499800.036000000.0
219.0,17070767.41
226.0,6749100.07075800.06589800.09341100.07831850.05664600.053803780.026622136.0
246.0,7384700.0
256.0,6977833.08062597.04963243.327709534.0
257.0,6299922.08596815.16398117.08271222.0
269.0,6225736.03383421.03548421.28
276.0,11599181.0
279.0,16252000.0
281.0,8197200.0
