object_id,Repair and Restoration_tenders_awarded_value
112.0,63580973.84
116.0,22245945.5911924913.95
122.0,16201988.846005168.615410171.0418950546.77158055796.4125458300.020728633.99
130.0,10961711.0
134.0,26069342.5826231403.4
139.0,25961023.91
145.0,3405385.99
166.0,3670046.0
189.0,59515889.3851184439.3494857432.9289407511.8831551767.7325775902.3434523918.8624457447.7154197284.3977248716.65
195.0,74710241.99
219.0,22218776.55
226.0,16368302.048235252.639149400.016605201.33
269.0,26784679.17
276.0,74723367.06172199885.9
