Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Industries and Commerce Department||Assam Industrial Infrastructure Development Corporation,"No. AIIDC/4007/2025/7628 Dated Guwahati the 30th August, 2025",2025_ICD_47140_1,Yes,Open Tender,EOI,Services,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Biddocument,01-Sep-2025 02:00 PM,22-Sep-2025 03:00 PM,01-Sep-2025 02:00 PM,22-Sep-2025 02:00 PM,NA ,NA ,03-Sep-2025 10:00 AM,22-Sep-2025 02:00 PM,0.0,No,fixed,,Nil,Nil,1.0,Addendum,Technical Bid,,1.0,SBI Bank,"2,000",Nil,Nil,No,Managing Director AIIDC,"Industrial Estate, Bamunimaidam Guwahati, Assam-781021",CONSULTANCY SERVICES FOR ARCHITECTURAL AND DETAILED ENGINEERING WORKS INCLUDING SOIL TESTING REPORT FOR SETTING UP OF FLATTED FACTORY COMPLEX AT CHABUA DISTRICT DIBRUGARH ASSAM,CONSULTANCY SERVICES FOR ARCHITECTURAL AND DETAILED ENGINEERING WORKS INCLUDING SOIL TESTING REPORT FOR SETTING UP OF FLATTED FACTORY COMPLEX AT CHABUA DISTRICT DIBRUGARH ASSAM,Please refer Tender documents. ,NA ,,Consultancy,NA ,Tender,180.0,NA ,Chabua Dibrugarh Assam,786184.0,NA ,NA ,NA ,"AIIDC, IE Bamunimaidam Guwahati, Assam-78",No ,No,AOC,17-Oct-2025,INR 1.23,45.0,Ritumoni Pachani,27-Oct-2025 02:22 PM,WO_Chabua_FFC.pdf (145.00 KB),CONSULTANCY SERVICES FOR ARCHITECTURAL AND DETAILED ENGINEERING WORKS INCLUDING SOIL TESTING REPORT FOR SETTING UP OF FLATTED FACTORY COMPLEX AT CHABUA DISTRICT DIBRUGARH ASSAM,1.0,282333.0,ARCHINEER AND ASSOCIATES,INR,1.23,1,282440,4 line architects,22-Sep-2025 01:20 PM,Rejected-Technical,Ref to Committee Minutes,17-Oct-2025 11:32 AM,Finance,Bid opening summery,Anupam Saikia,22-Sep-2025 04:27 PM,finance_75189.pdf,MD AIIDC,Internal,"OSD, FA, Manager (Civil), Manager (Elect), AM",Ritumoni Pachani,17-Oct-2025 11:47 AM,finsummary_75189.pdf (353.99 KB),Industries and Commerce Department||Assam Industrial Infrastructure Development Corporation,2025_ICD_47140_1,"No. AIIDC/4007/2025/7628 Dated Guwahati the 30th August, 2025",CONSULTANCY SERVICES FOR ARCHITECTURAL AND DETAILED ENGINEERING WORKS INCLUDING SOIL TESTING REPORT FOR SETTING UP OF FLATTED FACTORY COMPLEX AT CHABUA DISTRICT DIBRUGARH ASSAM,MD AIIDC,Internal,"OSD, FA, Manager (Civil), Manager (Elect), AM",Ritumoni Pachani,17-Oct-2025 11:32 AM,techsummary_75189.pdf (353.99 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,282333,ARCHINEER AND ASSOCIATES,18-Sep-2025 04:11 PM,Accepted-AOC,Lowest among the Qualified bidder,27-Oct-2025 02:23 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,282595,ARCHITECTS COLLABORATIVE,21-Sep-2025 03:12 PM,Rejected-Technical,Ref to Committee Minutes,17-Oct-2025 11:32 AM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,282603,BUILTARCH,22-Sep-2025 11:20 AM,Rejected-Finance,Bidder quoted rate is 1.35 percent and bidder rank is L2,17-Oct-2025 11:47 AM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,282640,CREATIVE DESIGN STUDIOS,22-Sep-2025 01:12 PM,Rejected-Technical,Ref to Committee Minutes,17-Oct-2025 11:32 AM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,282159,Infrastructure Development Corporation (Karnataka) Limited,19-Sep-2025 12:34 PM,Rejected-Technical,Ref to Committee Minutes,17-Oct-2025 11:32 AM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,281656,JAGDISH MARWAHA ASSOCIATES,16-Sep-2025 11:36 AM,Rejected-Technical,Ref to Committee Minutes,17-Oct-2025 11:32 AM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,282120,Ks Design Cell,18-Sep-2025 05:54 PM,Rejected-Technical,Ref to Committee Minutes,17-Oct-2025 11:32 AM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,282348,Renaissance Arch Consultant Pvt Ltd,22-Sep-2025 12:45 PM,Rejected-Technical,Ref to Committee Minutes,17-Oct-2025 11:32 AM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,282181,Shiva Consultancy Services Pvt Ltd,19-Sep-2025 11:37 AM,Rejected-Finance,Bidder quoted rate is 1.75 percent and bidder rank is L3,17-Oct-2025 11:47 AM,,,,,,,,,,,,,,,,,,,,,,AOC
