Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Directorate of Horticulture Assam,MOVCD/511/Phase-IV/23-24/9,2024_DHA_35451_1,Yes,Open Tender,EOI,Services,1.0,No,No,Not Applicable,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Technical Qualification document,13-Jan-2024 10:00 AM,30-Jan-2024 11:00 AM,13-Jan-2024 10:00 AM,29-Jan-2024 05:00 PM,NA ,NA ,20-Jan-2024 03:00 PM,29-Jan-2024 05:00 PM,0.0,No,fixed,,Nil,Nil,1.0,Pre Bid Meeting Minutes,Other,,0.0,Nil,Nil,No,DIRECTOR,"DIRECTORATE OF HORTICULTURE AND FOOD PROCESSING, ASSAM, KHANAPARA, GUWAHATI-22",TO PROVIDE CONSULTANCY SERVICES FOR PROMOTION OF FARMERS PRODUCER COMPANY (FPC) IN THE STATE OF ASSAM UNDER MOVCDNER SCHEME PHASE IV DURING THE YEAR 2023-24 TO 2025-26,TO PROVIDE CONSULTANCY SERVICES FOR PROMOTION OF FARMERS PRODUCER COMPANY (FPC) IN THE STATE OF ASSAM UNDER MOVCDNER SCHEME PHASE IV DURING THE YEAR 2023-24 TO 2025-26,Please refer Tender documents. ,NA ,,Miscellaneous Services,NA ,Empanelment,180.0,NA ,Guwahati,781022.0,DIRECTORATE OF HORTICULTURE AND FOOD PROCESSING ,"DIRECTORATE OF HORTICULTURE AND FOOD PROCESSING, ASSAM, KHANAPARA, GUWAHATI-22 ",19-Jan-2024 11:30 AM ,DIRECTORATE OF HORTICULTURE AND FOOD PROCESSING,No ,No,AOC,21-Jun-2024,INR 0,1095.0,Nripen Das,21-Jun-2024 03:25 PM,AoC_DBCMinutes.pdf (750.00 KB),1.0,221910.0,AFC India Limited,INR,0.0,1,221910,AFC India Limited,24-Jan-2024 11:38 AM,Accepted-AOC,Awarded,21-Jun-2024 03:26 PM,Finance,EoI opened,Triranga Bharatiya Borah,01-Feb-2024 01:43 PM,,Director,Internal,,Nripen Das,21-Jun-2024 03:21 PM,finsummary_57871.pdf (749.53 KB),Directorate of Horticulture Assam,2024_DHA_35451_1,MOVCD/511/Phase-IV/23-24/9,TO PROVIDE CONSULTANCY SERVICES FOR PROMOTION OF FARMERS PRODUCER COMPANY (FPC) IN THE STATE OF ASSAM UNDER MOVCDNER SCHEME PHASE IV DURING THE YEAR 2023-24 TO 2025-26,"Director, Agriculture Department",Internal,,Triranga Bharatiya Borah,15-Mar-2024 04:37 PM,techsummary_57871.pdf (406.38 KB),AOC
,,,,,,,,,,,,,,,,.pdf,Signed BID document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,222108.0,International Competence Centre for Organic Agriculture,INR,0.0,2,223114,APRINS,29-Jan-2024 03:45 PM,Rejected-Technical,Non-Responsive,15-Mar-2024 04:37 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3.0,222401.0,MARK AGRI GENETICS PRIVATE LIMITED,INR,0.0,3,221926,BALAJI SOLAR SYSTEMS,27-Jan-2024 09:10 AM,Rejected-Technical,Non-Responsive,15-Mar-2024 04:37 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4.0,222738.0,National Federation of Farmers Procurement Processing Retailing Cooperatives of India Ltd,INR,0.0,4,223026,Clover Organic Pvt Ltd,29-Jan-2024 12:22 PM,Rejected-Technical,Non-Responsive,15-Mar-2024 04:37 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,221812,Global AgriSystem Pvt. Ltd.,23-Jan-2024 12:18 PM,Rejected-Technical,Non-Responsive,15-Mar-2024 04:37 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,223109,Grant Thornton India LLP,29-Jan-2024 03:46 PM,Rejected-Technical,Non-Responsive,15-Mar-2024 04:37 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,222108,International Competence Centre for Organic Agriculture,29-Jan-2024 03:15 PM,Accepted-AOC,Awarded,21-Jun-2024 03:26 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,222111,Ish Agritech Pvt.Ltd,24-Jan-2024 03:02 PM,Rejected-Finance,Rejected. Refer to DBC minutes,21-Jun-2024 03:21 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,223088,KPMG Advisory Services Private limited,29-Jan-2024 04:18 PM,Rejected-Finance,Rejected. Refer to DBC minutes,21-Jun-2024 03:21 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,222401,MARK AGRI GENETICS PRIVATE LIMITED,29-Jan-2024 02:30 PM,Accepted-AOC,Awarded,21-Jun-2024 03:26 PM,,,,,,,,,,,,,,,,,,,,,,AOC
